id_bien;id_commune;numero_voie;btq;type_voie;voie;code_postal;surface_carrez;surface_reelle_bati;nombre_pieces_principales;code_type_local
9730;69382;34;;QUAI;GAILLETON;69002;238.63;230;6;2
9731;69384;76;;RUE;JACQUARD;69004;62.49;65;3;2
9732;69385;29;;AV;DU POINT DU JOUR;69005;40.05;34;2;2
9733;69389;6;;GR;GDE RUE DE VAISE;69009;22.57;26;2;2
9734;70311;12;;RUE;DES REMPARTS;70300;87.61;89;3;2
9735;70550;3;;RUE;DE NOIDANS;70000;34.06;35;1;2
9736;74056;26;;PL;EDMOND DESAILLOUD;74400;27.51;29;2;2
9737;74143;;;;LES HOUCHES;74310;93.02;92;3;2
9738;74190;5137;A;;HONORAZ;74440;23.9;24;1;2
9739;74236;610;;AV;DU MONT D ARBOIS;74170;16.32;15;1;2
9740;74256;475;;ART;ANCIENNE RTE IMPERIALE;74700;55.26;56;3;2
9741;75101;304;;RUE;SAINT HONORE;75001;55.03;51;2;2
9742;75102;1;;RUE;DE HANOVRE;75002;68.06;65;3;2
9743;75102;16;;RUE;MARIE STUART;75002;17.74;17;1;2
9744;75102;57;;RUE;DE CLERY;75002;28.69;32;1;2
9745;75105;8;;RUE;COCHIN;75005;29.01;29;2;2
9746;75105;17;;RUE;JUSSIEU;75005;19.55;20;1;2
9747;75105;83;;RUE;DU CARDINAL LEMOINE;75005;31.67;30;1;2
9748;75105;88;B;BD;DE PORT ROYAL;75005;48.75;46;3;2
9749;75106;5;;RUE;DU PONT DE LODI;75006;37.71;37;2;2
9750;75106;1;;RUE;CASSETTE;75006;84.86;87;4;2
9751;75106;85;;RUE;DES SAINTS PERES;75006;12.9;15;1;2
9752;75107;150;;RUE;DE L UNIVERSITE;75007;140.39;141;4;2
9753;75108;14;;CRS;ALBERT 1ER;75008;42.97;42;2;2
9754;75109;43;;RUE;PIERRE FONTAINE;75009;12.56;15;1;2
9755;75109;4;;PL;ESTIENNE D ORVES;75009;56.5;56;2;2
9756;75109;25;;RUE;DE BELLEFOND;75009;24.12;24;2;2
9757;75111;128;A;BD;VOLTAIRE;75011;40.42;42;2;2
9758;75111;3;;;N 11;75011;20.62;22;1;2
9759;75113;86;;AV;DE CHOISY;75013;45.32;50;3;2
9760;75113;66;;BD;AUGUSTE BLANQUI;75013;18.47;12;1;2
9761;75115;51;;BD;LEFEBVRE;75015;16.26;12;1;2
9762;75115;366;;RUE;DE VAUGIRARD;75015;13.51;19;1;2
9763;75115;37;;RUE;DE LA CROIX NIVERT;75015;43.13;44;2;2
9764;75115;4;;;VIL DE L ASTROLABE;75015;18.34;19;1;2
9765;75115;2;;RUE;SARASATE;75015;29.45;30;2;2
9766;75116;22;;RUE;LE MAROIS;75016;69.99;70;3;2
9767;75116;104;;QUAI;LOUIS BLERIOT;75016;94.98;100;4;2
9768;75116;69;;RUE;DE LA FAISANDERIE;75016;38.32;35;1;2
9769;75116;3;;RUE;DE TRAKTIR;75016;181.35;175;6;2
9770;75117;17;;RUE;DES ACACIAS;75017;56;54;3;2
9771;75118;62;;RUE;DU MONT CENIS;75018;13.38;15;1;2
9772;75119;14;;RUE;CLOVIS HUGUES;75019;22.84;15;1;2
9773;75119;14;;RUE;BOTZARIS;75019;66.9;65;2;2
9774;75119;25;;RUE;DU TUNNEL;75019;29.46;32;2;2
9775;75120;78;;BD;DE BELLEVILLE;75020;25.5;27;1;2
9776;76451;3;;RUE;LEFORT GONSSOLIN;76130;59.4;58;2;2
9777;77121;40;;RUE;DE LA BROSSE;77090;65.29;65;3;2
9778;77186;3;;RUE;DU COQ GRIS;77300;25.4;18;1;2
9779;77258;70;;RUE;DE LA TOUR D'AUVERGNE;77185;62.54;62;3;2
9780;77284;3;B;RUE;PAUL CLAUDEL;77100;68.13;68;3;2
9781;77305;27;B;RUE;JEAN JAURES;77130;50.73;34;1;2
9782;77305;19;;RUE;PORT DES FOSSES;77130;24.42;25;1;2
9783;77316;44;;RUE;GEORGES VILLETTE;77250;54.19;62;3;2
9784;77333;10;;AV;CARNOT;77140;30.66;33;2;2
9785;77350;37;;RUE;PLUME VERT;77330;28.39;28;1;2
9786;77373;35;;AV;CHARLES BALEZEAUX;77340;32.63;32;1;2
9787;77390;2;;AV;JEAN BAPTISTE COROT;77680;94.72;95;5;1
9788;77419;5929;B;CITE;DES GUETTES;77670;79.58;80;4;2
9789;77464;2;;RUE;DE LA GARE;77400;41.59;41;2;2
9790;77468;19;;ALL;PIROUETTE;77200;53.3;51;2;2
9791;78073;1;T;RUE;HENRI BARBUSSE;78390;46.61;46;2;2
9792;78089;1;;RUE;THIERS;78270;73.81;50;3;1
9793;78172;1;;RUE;DES COTES DE VANNES;78700;57.04;50;3;2
9794;78367;7;;RUE;DE LA MONTJOIE;78750;25.46;24;1;2
9795;78586;1;;RUE;MICHELET;78500;28.5;22;2;2
9796;78640;26;;RUE;DE VILLACOUBLAY;78140;58.78;58;2;2
9797;80021;9;;RUE;DES JACOBINS;80000;23.07;22;2;2
9798;80021;3;;RUE;SYLVIUS;80000;13.2;13;1;2
9799;80021;11;;RUE;JEAN FROISSART;80000;18.79;19;1;2
9800;80039;45;;GR;GRANDE RUE;80460;11.82;12;1;2
9801;80333;616;;AV;DE LA PLAGE;80120;33;35;2;2
9802;82121;400;;RUE;HENRI LAPAUZE;82000;84.97;86;5;2
9803;83009;27;;RUE;DU DOCTEUR LOUIS MARCON;83150;21.74;30;2;2
9804;83012;3;;RUE;DU REAL;83670;69.86;60;2;2
9805;83019;819;;COR;DES ILES D OR;83230;41.79;45;2;2
9806;83069;5;;RUE;CLAUDE DURAND;83400;29;35;2;2
9807;83098;9001;;RES;LES CIGALONS;83220;45.87;45;2;2
9808;83153;14;B;AV;DE LA MER;83430;23.26;24;1;2
9809;84019;9;;RUE;FREDERIC MISTRAL;84500;50.24;54;1;2
9810;84089;9032;F;RTE;D ANSOUIS;84120;61;59;3;2
9811;87085;44;;RUE;DES CROUZILLOUX;87280;71.28;69;3;1
9812;91114;12;;RUE;CURIE;91800;116.19;116;6;1
9813;91122;53;;RUE;CHARLES DE GAULLE;91440;42.35;45;2;2
9814;91161;2;;SQ;DE PROVENCE;91380;82.46;82;4;2
9815;91174;9;;RUE;DU GENERAL LECLERC;91100;52.9;62;3;2
9816;91174;55;;RUE;FERAY;91100;37.3;42;2;2
9817;91191;16;;AV;JEAN JAURES;91560;30;31;1;2
9818;91200;5;;ALL;COROT;91410;124.99;142;6;1
9819;91339;11;;RUE;DE LA DIVISION LECLERC;91310;38.07;40;2;2
9820;91494;15;;RUE;DES CAPUCINES;91220;125;124;7;1
9821;91552;16;;;PARC DE CHANTELOUP;91180;58.98;60;4;2
9822;91589;25;;RUE;DES ROSSAYS;91600;67.13;66;4;2
9823;91657;16;;RUE;JEAN MARIE DJIBAOU;91270;83.6;80;4;1
9824;92024;6;;RUE;DES CAILLOUX;92110;27.5;26;1;2
9825;92046;4;B;AV;JEAN JAURES;92240;44.89;42;3;2
9826;92049;112;;AV;HENRI GINOUX;92120;58.02;54;3;2
9827;92049;61;;AV;DE LA MARNE;92120;70.02;70;4;2
9828;92062;95;;RUE;JEAN JAURES;92800;51.4;45;3;2
9829;92071;40;B;RUE;DE FONTENAY;92330;79.8;80;5;2
9830;92073;43;;RUE;DES CHENES;92150;81.74;88;4;1
9831;92073;65;;RUE;CARNOT;92150;30.65;11;1;2
9832;93006;4;;IMP;DES COMTOIS;93170;35.44;38;2;2
9833;93010;43;B;RUE;EDOUARD VAILLANT;93140;37.68;37;2;2
9834;93045;2;;AV;DES COMBATTANTS AF NORD;93260;90.01;92;3;2
9835;93047;156;;AV;DES ARTS;93370;36.9;40;3;2
9836;93048;14;;BD;HENRI BARBUSSE;93100;26.42;30;2;2
9837;93048;15;;RUE;JULIETTE DODU;93100;59.7;60;3;2
9838;93053;21;;RUE;GEORGES GAY;93130;44.21;44;2;2
9839;93055;4;;RUE;MONTGOLFIER;93500;59.33;59;3;2
9840;93055;1;;RUE;DENIS PAPIN;93500;16.32;16;1;2
9841;93063;5;;RUE;JEAN JAURES;93230;56.3;57;3;2
9842;93063;42;;AV;DE VERDUN;93230;24.35;24;2;2
9843;93071;47;;AV;JEAN JAURES;93270;23.26;31;1;2
9844;93078;13;;AV;P VAILLANT COUTURIER;93420;100.84;101;5;1
9845;94001;1;;QUAI;MAGNE;94480;31.11;32;1;2
9846;94002;121;;RUE;MARCELIN BERTHELOT;94140;90.67;92;5;1
9847;94016;7;;AV;DU PRESIDENT WILSON;94230;53.8;55;3;2
9848;94016;30;;AV;LOUIS GEORGEON;94230;52;50;2;2
9849;94016;50;;AV;DUMOTEL;94230;67.11;67;3;2
9850;94018;3;;AV;GENERAL DE GAULLE;94220;68.79;68;3;2
9851;94018;35;;AV;DE GRAVELLE;94220;17.81;20;1;2
9852;94044;10;;ALL;VAN GOGH;94450;67.57;67;3;2
9853;94052;44;;RUE;DES HEROS NOGENTAIS;94130;45.86;48;3;2
9854;94054;11;;ALL;LOUIS BREGUET;94310;46.58;53;3;2
9855;94079;2;;RUE;DU HUIT MAI 1945;94350;26.43;26;1;2
9856;94080;15;;RUE;GEORGES HUCHON;94300;52.71;51;2;2
9857;94081;22;;RUE;MARGUERITE DURAS;94400;68.26;70;3;2
9858;95018;11;;RUE;DU POIRIER FOURRIER;95100;68.34;68;3;2
9859;95176;15;;RUE;GUY PATIN;95240;45.7;44;1;2
9860;95203;47;;RUE;DES BUSSYS;95600;65.71;63;4;2
9861;95219;88;;RUE;DU GROS NOYER;95120;71.74;72;4;2
9862;95219;8;;ALL;SAINT JOHN PERSE;95120;50.25;50;2;2
9863;95280;21;;RUE;RAYMOND LAPCHIN;95190;76;58;3;1
9864;95392;10;;GR;GRANDE RUE;95630;24.5;25;1;2
9865;95500;13;B;RUE;DE L EPERON;95300;84.8;75;3;2
9866;95500;1;;RUE;DES MARADAS BRUNS;95000;62.83;63;3;2
9867;95563;2;;RUE;DE L ERMITAGE;95320;27.85;28;2;2
9868;95572;9;;RUE;DES TERRES DE LA FERME;95310;99.88;103;4;1
9869;974416;3;;RUE;DES ROCHES;97410;18.02;19;1;2
9870;01033;24;;RUE;LAMARTINE;01200;47.65;62;3;2
9871;02408;13;;RUE;PAUL DOUMER;02000;49.1;53;2;2
9872;02722;3;;RUE;DE LA RESISTANCE;02200;47.02;36;3;2
9873;04094;7024;;;LES HAUTES PLAINES;04800;27.36;27;1;2
9874;04139;5038;;;LE VILLAGE;04200;40.4;38;1;2
9875;06004;14;;BD;MARECHAL FOCH;06600;55.43;60;3;2
9876;06004;9003;;;LES SEMBOULES;06600;77.09;76;3;2
9877;06012;13;;RUE;JULES FERRY;06240;69.82;67;3;2
9878;06018;95;;AV;ROUMANILLE;06410;26.67;27;1;2
9879;06018;223;;BD;DE LA SOURCE;06410;201.3;227;6;1
9880;06073;5694;;;FRONT DE NEIGE;06420;22.67;24;1;2
9881;06088;5;;RUE;GUSTAVE DELOYE;06000;22.08;21;1;2
9882;06155;3;;IMP;ALLEGRE;06220;55.91;63;2;2
9883;06159;9010;;ESC;DE LA GARE;06230;59.85;95;3;2
9884;06159;6;;AV;DE SAINT ESTEVE;06230;57.72;72;2;2
9885;07010;14;;RUE;DE LA VALETTE;07100;75.33;73;3;2
9886;07010;1;;PL;DE LA LIBERTE;07100;58.13;58;3;2
9887;07010;18;;RUE;DE FONTANES;07100;82.44;86;3;2
9888;07010;19;;PL;DES CORDELIERS;07100;79.1;70;3;2
9889;07102;55;;RUE;AUGUSTE RENOIR;07500;96.75;96;5;1
9890;07201;5651;;RUE;DES BRASSERIES;07120;90.9;90;3;2
9891;10333;22;;RUE;JULES DIDIER;10120;73.98;71;4;2
9892;11170;156;;PL;DE LA BONANCE;11430;26.57;28;1;2
9893;13002;305;;CHE;ESPRIT JULIEN;13190;59.65;60;3;2
9894;13007;4;;PL;D AMONT;13390;85.15;110;3;2
9895;13028;584;;AV;D ALSACE;13600;60.9;59;3;2
9896;13028;1691;;CHE;DES SEVERIERS;13600;66.1;67;3;2
9897;13212;36;;AV;DE SAINT BARNABE;13012;55.95;48;3;2
9898;13213;31;;PARC;DES VIEUX CYPRES;13013;77.3;68;4;1
9899;13213;112;;RUE;ALPHONSE DAUDET;13013;52.76;50;2;2
9900;13214;70;;AV;CLAUDE MONET;13014;66.11;65;3;2
9901;13215;188;;AV;ROGER SALENGRO;13015;38.86;33;2;2
9902;16028;12;;RUE;DU DOCTEUR MESLIER;16300;99.85;104;4;2
9903;18033;17;;RUE;HENRI SELLIER;18000;14.38;19;1;2
9904;18197;22;;PL;DU MARCHE;18200;55.17;54;2;2
9905;22186;1;;RUE;DU PONT NEUF;22370;28.79;33;2;2
9906;25056;39;;RUE;DU VERNOIS;25000;65.99;67;4;2
9907;25578;2;;RUE;DU COLLEGE;25800;75.9;72;3;2
9908;26058;5;;AV;DES BRUYERES;26500;102.62;102;5;2
9909;26281;2;;RUE;VICTOR BOIRON;26100;60.66;57;3;2
9910;26281;28;;QUAI;CHOPIN;26100;48.15;48;2;2
9911;27119;1;B;RUE;DU BOIS;27730;134.13;100;4;1
9912;29019;53;;RUE;DU DOURJACQ;29200;42.39;42;2;2
9913;29019;13;;RUE;FREGATE LA THETIS;29200;66.35;64;4;2
9914;2A004;12;;CRS;GRANDVAL;20000;59;62;2;2
9915;2A035;5168;;;L UOMO;20110;44.02;45;2;2
9916;2A228;5087;C;;SORBELLA;20166;91.51;96;4;1
9917;2A272;97;;PL;DE LA LIBERATION;20100;57.61;55;3;2
9918;30133;430;;AV;DU PALAIS DE LA MER;30240;20.06;19;1;2
9919;30133;368;A;AV;JEAN JAURES;30240;18.76;19;1;2
9920;30189;1;;RUE;EMILE KAHN;30000;78.76;79;5;2
9921;31555;7;;ALL;GABRIELLE DE COIGNARD;31100;20.99;21;1;2
9922;33063;88;;RUE;DES SABLIERES;33800;68.76;70;3;2
9923;33063;96;;RUE;DE BELFORT;33000;56.52;56;4;2
9924;33063;13;;RUE;DU COUVENT;33000;87.51;86;3;2
9925;33063;4;;RUE;SAINT JOSEPH;33000;44.96;44;1;2
9926;33063;32;;IMP;SAINT AMAND;33200;134.59;131;4;2
9927;33080;2;;RUE;DES PROMENADES;33140;55;64;3;2
9928;33108;22;;RUE;ROUGET DE L ISLE;33350;43.5;44;2;2
9929;33119;9;;RUE;DU HUIT MAI 1945;33150;92.6;90;5;2
9930;33199;1;;RUE;ARMAND DANEY;33470;50.61;50;2;2
9931;33199;23;C;ALL;DE LA NEYRA;33470;57;57;4;1
9932;33281;20;;IMP;DE L EMAILLERIE;33700;97.07;94;5;1
9933;33318;2;;ALL;PISSARRO;33600;77.67;75;4;2
9934;33522;5;;RUE;SALVADOR ALLENDE;33400;20.03;21;1;2
9935;33550;9001;;RES;SARCIGNAN;33140;42.44;42;2;2
9936;34023;9001;;RES;LES GEMEAUX;34540;18.05;18;1;2
9937;34079;1;;RUE;HAUTE DU PIOCH;34800;66.03;65;3;2
9938;34154;9001;;AV;COMTES DE MELGUEIL  CARNON;34130;22.4;24;1;2
9939;34172;35;;RUE;SAINT CLEOPHAS;34070;67.48;67;3;2
9940;34172;21;;AV;ROGER COUDERC;34070;60.98;60;3;2
9941;34301;27;;RUE;MONTMORENCY;34200;47.25;55;3;2
9942;34344;95;;ALL;DES COLVERTS;34280;20.8;21;1;2
9943;35287;255;;RUE;DE LA FOURBERIE;35800;35.37;66;2;2
9944;37132;24;B;AV;ARISTIDE BRIAND;37600;55.48;55;2;2
9945;40046;372;;RUE;DES SABLES;40600;40.64;43;2;2
9946;40279;3;B;RUE;DE LA PAIX;40990;72.78;73;3;2
9947;40287;205;;RUE;DU LAC EN BERNON;40460;50;40;3;2
9948;40310;2;A;ALL;DES CHENES LIEGE;40140;60.38;60;3;2
9949;40317;52;;AV;DU GEN DE GAULLE;40230;67.95;68;3;2
9950;42095;7;;RUE;FERDINAND BUISSON;42700;68.02;60;3;2
9951;42279;4;;RUE;DU HUIT MAI;42170;95;45;2;2
9952;44109;12;;RUE;DE L ABBAYE;44100;17.66;19;1;2
9953;44109;104;;RUE;DU CORPS DE GARDE;44100;64.57;64;3;2
9954;45147;13;;RUE;HECTOR BERLIOZ;45400;73.89;76;4;2
9955;45315;21;;RUE;PORTE DE SOLOGNE;45600;44.26;50;2;2
9956;49007;90;;RUE;SAUMUROISE;49000;55.4;57;3;2
9957;49090;22;;RUE;DU PORT;49125;75.79;78;4;2
9958;50147;6;;PL;DE LA POISSONNERIE;50200;92.5;97;4;2
9959;50502;211;;RUE;MAL JUIN;50000;62.51;62;3;2
9960;54184;25;;RUE;D'OZERAILLES RES.SQ.GALLE;54270;56.66;56;3;2
9961;54395;26;;RUE;JEAN LAMOUR;54000;72.3;70;3;2
9962;54395;2;B;PROM;EMILIE DU CHATELET;54000;98.21;101;3;2
9963;54578;23;;BD;DOCTEUR CATTENOZ;54600;113.35;110;4;2
9964;56114;6080;;CHEM;DE PORT MARIA;56360;56.05;58;3;1
9965;56121;9;;RUE;BEAUVAIS;56100;20;20;1;2
9966;59350;2;;RUE;VANTROYEN;59800;67.2;67;4;2
9967;59350;14;;RUE;D EMMERIN;59000;25.88;26;1;2
9968;59350;47;;RUE;FOURIER;59000;70.2;75;3;2
9969;59350;3;;RUE;RACINE;59000;23.63;25;2;2
9970;59512;203;;RUE;DE LILLE;59100;63.17;63;3;2
9971;59527;26;;AV;DU MARECHAL DE LATTRE;59350;42.3;38;2;2
9972;59527;68;;RUE;SAINTE HELENE;59350;72.65;71;3;2
9973;59599;11;;RUE;DES PEIGNEURS;59200;57.72;53;2;2
9974;59606;6;;RUE;DES ROYES;59300;24.2;23;1;2
9975;60509;51;;RUE;CHARLES LESCOT;60700;79.87;91;3;2
9976;63300;36;B;BD;DESAIX;63200;116.47;113;4;2
9977;63430;42;;AV;BERANGER;63300;53.94;54;3;2
9978;69029;18;;RUE;DES GENETS;69500;37.12;41;1;2
9979;69142;5;;RUE;DU PENSIONNAT;69350;33.02;35;2;2
9980;69143;1;;AV;AUGUSTE WISSEL;69250;45.79;44;2;2
9981;69143;2;;PL;AMPERE;69250;21.77;24;1;2
9982;69168;673;;CHE;DE LA PLAGE;69270;88.31;100;4;2
9983;69233;6;;RUE;DE LA REPUBLIQUE;69270;83.83;83;4;1
9984;69264;25;;RUE;STE CLAIRE;69400;36.37;42;2;2
9985;72181;9;;AV;PIERRE MENDES FRANCE;72000;16.23;16;1;2
9986;72181;67;;AV;FRANCOIS MITTERRAND;72000;94.18;94;4;2
9987;74056;82;;PL;EDMOND DESAILLOUD;74400;20.39;21;1;2
9988;75106;72;;RUE;D ASSAS;75006;253.3;200;5;2
9989;75108;31;;RUE;BOISSY D ANGLAS;75008;37.9;37;2;2
9990;75110;4;;RUE;MARTEL;75010;37.11;38;2;2
9991;75110;8;;RUE;MARIE ET LOUISE;75010;21.15;22;2;2
9992;75110;10;;RUE;LOUIS BLANC;75010;28.52;28;1;2
9993;75111;115;;RUE;OBERKAMPF;75011;33.09;14;1;2
9994;75111;19;;RUE;DES BLUETS;75011;35.4;35;2;2
9995;75112;40;;RUE;DU RENDEZ VOUS;75012;93.11;92;4;2
9996;75112;60;;AV;DU GAL MICHEL BIZOT;75012;53.48;48;3;2
9997;75114;10;;PAS;MONTBRUN;75014;22.71;25;1;2
9998;75114;177;;BD;BRUNE;75014;45.12;44;1;2
9999;75115;15;;RUE;DES MORILLONS;75015;57.2;57;3;2
10000;75115;6;;RUE;MIOLLIS;75015;30.53;30;2;2
10001;75115;109;;BD;DE GRENELLE;75015;31.47;31;2;2
10002;75115;4;A;RUE;ROBERT DE FLERS;75015;42.54;42;1;2
10003;75116;93;;RUE;DE LA FAISANDERIE;75016;33;32;1;2
10004;75116;2;;RUE;DEBROUSSE;75016;60.24;58;3;2
10005;75117;14;;RUE;DU DOBROPOL;75017;42.5;43;1;2
10006;75117;17;;AV;DE CLICHY;75017;70.17;61;1;2
10007;75117;51;;RUE;DES BATIGNOLLES;75017;36.42;33;2;2
10008;75118;11;A;RUE;SAINT LUC;75018;57.45;58;3;2
10009;75118;38;;RUE;STEPHENSON;75018;21.83;22;1;2
10010;75119;92;;AV;DE FLANDRE;75019;30.32;27;1;2
10011;75119;76;;RUE;DE CRIMEE;75019;86.32;86;3;2
10012;75120;343;;RUE;DES PYRENEES;75020;21.52;21;1;2
10013;75120;31;;RUE;DU CLOS;75020;22.7;23;2;2
10014;76351;31;;BD;AMIRAL MOUCHEZ;76600;67.73;67;2;2
10015;76351;195;;BD;FRANCOIS 1ER;76600;53.21;56;3;2
10016;76599;601;;RTE;DE LYONS;76160;43.55;42;2;2
10017;77153;67;;AV;DU MARECHAL LECLERC;77230;40.8;40;2;2
10018;77249;36;;RUE;DU LYS;77150;97.29;82;4;1
10019;77305;34;;RUE;DES CHESNOIS;77130;77.88;78;4;2
10020;77337;4;;CRS;DU BUISSON;77186;58.4;60;3;2
10021;77390;17;;AV;DU MAL FOCH;77680;32.32;36;2;2
10022;77390;8;;AV;DU GEN LECLERC;77680;40.75;35;1;2
10023;78190;1;B;RUE;DE L ILE;78290;22.95;22;2;2
10024;78224;10;;RES;DES PLANTES;78620;65.51;65;4;1
10025;78297;6;;BD;DU CHATEAU;78280;18.82;19;1;2
10026;78322;2;F;ALL;DE VILVERT;78350;62.61;60;3;2
10027;78358;126;;AV;GENERAL DE GAULLE;78600;67.35;67;2;2
10028;78383;29;;RUE;DE BRIE;78310;49.08;48;2;2
10029;78401;6;;RUE;DES RUELLES;78250;10.78;27;3;2
10030;78517;8;;RUE;ANTOINETTE VERNES;78120;70.94;73;3;2
10031;78551;31;;RUE;DU VIEUX MARCHE;78100;27.98;27;2;2
10032;78586;30;;RUE;DE SAINT EXUPERY;78500;109.68;100;5;2
10033;78646;21;;RUE;MONTBAURON;78000;45.93;63;3;2
10034;80368;2;;PL;JEAN JAURES;80130;41.2;45;2;2
10035;80524;4;;RLE;DES FILLES;80170;121.2;102;5;1
10036;83019;558;;CHE;DE LA MER;83230;33.98;34;2;2
10037;83118;360;;AV;AURELIENNE;83700;24;22;1;2
10038;83126;220;;AV;NOEL VERLAQUE;83500;61;62;4;2
10039;83153;9001;;RES;DU PIN ROLLAND;83430;31.75;32;2;2
10040;84007;2;A;RUE;MAURICE UTRILLO;84000;44.12;44;2;2
10041;84106;50;;AV;JEAN JAURES;84290;36.4;37;2;2
10042;84106;50;;AV;JEAN JAURES;84290;35.78;37;2;2
10043;87085;32;;RUE;DU CONSULAT;87000;60.01;60;3;2
10044;87085;11;;PL;DES BANCS;87000;66.55;67;2;2
10045;91215;11;;AV;DU MARECHAL NEY;91860;98.47;98;5;2
10046;91223;16;;RUE;DE CHARPEAUX;91150;37;37;2;2
10047;91272;12;;RUE;DU VALLON;91190;62.5;52;2;2
10048;91377;14;;CHE;DE LA VIEILLE VIGNE;91300;71.31;72;3;2
10049;91386;1;;RUE;LA FONTAINE;91540;75.64;75;4;2
10050;91405;36;;RUE;DE LA CHAPELLE ST BLAISE;91490;93.59;93;4;1
10051;91477;8;;RUE;PIERRE GILLES DE GENNES;91120;91.34;91;5;2
10052;91521;2;;AV;GAMBETTA;91130;54;52;2;2
10053;91521;30;;RUE;DU CHATEAU D'EAU;91130;61.47;58;3;2
10054;91552;16;;RUE;DU DOCTEUR LOUIS BABIN;91180;71.88;72;4;2
10055;91570;18;;RUE;BIZET;91240;106.11;106;5;2
10056;91589;33;;RUE;HENRI DUNANT;91600;48.29;47;1;2
10057;91645;6;;RES;CLOS DE VERRIERES;91370;73.14;74;4;2
10058;91661;2;;RUE;DES PIVOINES;91140;62.55;63;3;2
10059;92002;210;;RUE;DES RABATS;92160;36.98;41;2;2
10060;92004;54;;RUE;HENRI POINCARE;92600;80;80;4;2
10061;92007;4;;ALL;ANATOLE FRANCE;92220;48.31;48;2;2
10062;92012;6;;IMP;BELLEVUE;92100;34.79;38;2;2
10063;92020;33;;AV;DE VERDUN;92320;66.23;80;3;2
10064;92026;27;;BD;DE VERDUN;92400;66.28;68;3;2
10065;92026;40;;AV;PASTEUR;92400;78.07;77;4;2
10066;92033;2;;RUE;DU DOCTEUR DEBAT;92380;71.86;75;3;2
10067;92033;53;;RUE;JEAN MERMOZ;92380;28.77;26;1;2
10068;92040;21;;RUE;D ESTIENNE D ORVES;92130;45;45;2;2
10069;92049;9;;RUE;DE LA VANNE;92120;69.78;68;4;2
10070;92050;9;;RUE;HENRI BARBUSSE;92000;43.19;30;2;2
10071;92073;81;;RUE;CARNOT;92150;13;12;1;2
10072;92075;2;;AV;VICTOR HUGO;92170;69.1;73;3;2
10073;93001;1;;CHE;DU MARCREUX;93300;59.49;59;3;2
10074;93006;11;;RUE;ANTOINE PANIER;93170;43.9;46;2;2
10075;93033;1;;RUE;DES FOUGERES;93460;48.89;50;3;2
10076;93048;71;;RUE;DES SORINS;93100;19.82;20;1;2
10077;93049;2;B;AV;PAUL DOUMER;93360;102.37;103;5;2
10078;93051;3;;RUE;DE REIMS;93160;79.28;80;4;2
10079;93059;190;;AV;ELISEE RECLUS;93380;26.3;26;1;2
10080;93061;7;;RUE;DU CPT SOYER;93310;26.02;25;2;2
10081;93062;1;;PL;GEN DE GAULLE;93340;49.85;49;2;2
10082;93071;1;;ALL;MARYSE HILSZ;93270;67.58;65;3;2
10083;93074;75;;AV;DU GEN CHARLES DE GAULLE;93410;71.37;71;3;2
10084;93077;18;;RUE;DES CAPUCINES;93250;34.9;35;2;2
10085;94002;73;;RUE;DE CHARENTON;94140;34.21;25;1;2
10086;94002;9;;RUE;EMILE GOEURY;94140;23.57;24;1;2
10087;94018;37;;QUAI;CARRIERES;94220;66.75;67;3;2
10088;94028;12;;RUE;DE LA PLUMERETTE;94000;57.21;56;3;2
10089;94033;23;;RUE;MAUCONSEIL;94120;66.02;66;4;2
10090;94038;2;;RUE;DE LA BERGERE;94240;86.87;86;4;2
10091;94038;71;;BD;PAUL VAILLANT COUTURIER;94240;51.49;50;3;2
10092;94044;5;;RUE;DES HERBAGES DE SEZE;94450;57.2;57;3;2
10093;94058;72;;AV;LEDRU ROLLIN;94170;22.44;24;2;2
10094;94065;5;;RES;LES CLOSEAUX;94150;66.51;70;4;2
10095;94065;36;;AV;LUCIEN GRELINGER;94150;39.48;38;2;2
10096;94067;2;B;RUE;DE L ABBE POUCHARD;94160;30.27;29;1;2
10097;94068;50;;AV;DE LA LIBERATION;94100;49.26;48;2;2
10098;94080;112;;BD;DE LA LIBERATION;94300;53.04;47;3;2
10099;94080;36;;RUE;JEAN MOULIN;94300;16.38;15;1;2
10100;95052;32;;RUE;EDOUARD BOURCHY;95260;30.28;29;2;2
10101;95203;6;;RUE;HENRI DUNANT;95600;75;70;4;1
10102;95268;4;;RUE;JEAN GOUJON;95140;73.47;70;3;2
10103;95306;19;;RUE;AUX PERLES;95220;38.83;38;2;2
10104;95313;4;;ALL;DU PALLADIO;95290;39.15;39;2;2
10105;95424;3;;RUE;AUGUSTE RENOIR;95370;58.51;58;3;2
10106;95424;1;;RUE;DU PLESSIS BOUCHARD;95370;67.56;67;3;2
10107;95427;7;;AV;MAURICE UTRILLO;95360;71;70;4;2
10108;95539;78;;RUE;DE LA PLANCHETTE;95350;77.99;75;3;2
10109;95539;31;;RUE;DE PARIS;95350;67.22;64;4;1
10110;95572;12;;QUAI;DU HALAGE;95310;25.25;29;1;2
10111;95641;;;RUE;PIERRE CURIE;95470;23.05;23;1;2
10112;974415;2;;RUE;JACQUOT;97460;49.58;50;2;2
10113;01153;923;;RTE;DE MURY;01170;99.39;86;4;1
10114;01210;541;;RUE;DES MONTS JURA;01410;51.99;56;2;2
10115;04094;7023;;;LES HAUTES PLAINES;04800;27.22;27;1;2
10116;05023;11;B;RUE;PASTEUR;05100;78.84;78;4;2
