id_bien;id_commune;numero_voie;btq;type_voie;voie;code_postal;surface_carrez;surface_reelle_bati;nombre_pieces_principales;code_type_local
1;01103;347;;RUE;DU CHATEAU;01170;48.22;48;3;2
2;06004;4;;BD;EDOUARD BAUDOIN;06160;39.11;40;1;2
3;06088;20;B;RUE;MARCEAU;06000;80.25;82;3;2
4;06123;550;;RTE;DES VESPINS RN7;06700;27.51;27;1;2
5;13005;9300;;RES;LES ARPEGES BD DES ABA;13400;47.33;47;2;2
6;13028;27;;RUE;DU GRAND MADIER;13600;25.31;24;1;2
7;13208;360;;AV;DU PRADO;13008;70.84;70;3;2
8;13212;5076;F;PARC;DESSUARD;13012;67.19;66;3;2
9;14338;1194;;RUE;DE NORMANDIE;14510;18.89;19;1;2
10;14366;30;;ALL;DES NOISETIERS;14100;105.37;99;4;1
11;17300;11;;RUE;ROUGET DE L ISLE;17000;31.99;34;2;2
12;25056;13;;RUE;BERTHE MORISOT;25000;96.21;100;5;1
13;29232;1;;RUE;DU POHER;29000;30.86;31;1;2
14;29260;2;;RUE;DES JARDINS;29290;66.21;67;3;2
15;31555;5;;AV;DU COMMANDANT TAILLANDIER;31500;45.58;46;2;2
16;33063;15;;RUE;PAUL DENUCE;33800;23.2;27;1;2
17;33063;176;;RUE;SAINTE CATHERINE;33000;13.1;12;1;2
18;33097;822;G;;LA BAYNASSE SUD;33121;29;29;2;2
19;33449;9;;RUE;DE BELFORT;33160;51.4;51;2;2
20;34145;183;;RUE;MARC ANTOINE MENARD;34400;16.79;18;1;2
21;34150;50;;AV;ANDRE CHASSEFIERE;34340;51.4;51;2;2
22;34199;8;;PL;DES ETATS DU LANGUEDOC;34120;68.22;85;3;2
23;37156;7;;RUE;JEAN-JACQUES ROUSSEAU;37270;88.45;89;4;1
24;37261;197;;AV;DE GRAMMONT;37000;42.94;46;2;2
25;38185;48;;BD;MAL FOCH;38000;76.48;77;4;2
26;40266;210;;RTE;DU TAILLEUR;40170;48.23;53;3;1
27;40328;199;;RES;MER ET GOLF-LE BOUCANIER;40480;49.91;48;2;2
28;44143;3;;ALL;JEAN PERRIN;44400;46.3;45;2;2
29;44184;12;;RUE;FERDINAND BUISSON;44600;47.24;48;2;2
30;51230;35;;AV;DE CHAMPAGNE;51200;81.09;79;4;2
31;54395;26;;RUE;MESSIER;54000;39.69;39;2;2
32;56161;5794;;;GOLF SAINT LAURENT;56400;43.85;44;3;2
33;58194;5;;RUE;DE PRUNEVEAUX;58000;108.78;124;4;2
34;59512;118;;BD;DU GENERAL DE GAULLE;59100;89.84;71;3;2
35;60057;247;;RUE;DE NOTRE DAME DU THIL;60000;48.35;48;2;2
36;60155;34;;RUE;DE LA VILLE;60660;19.11;18;1;2
37;60159;15;;SQ;JEAN BAPTISTE CLEMENT;60200;97.39;97;5;2
38;60524;84;;AV;JEAN JAURES;60290;31.73;32;1;2
39;69149;54;;RUE;DE LA BUSSIERE;69600;49.89;51;2;2
40;69384;15;;RUE;ARTAUD;69004;20.02;20;1;2
41;74119;1;;AV;D ABONDANCE;74500;34.86;33;2;2
42;74236;950;;AV;DU MONT D ARBOIS;74170;39.05;39;2;2
43;74238;110;;RTE;DE LA TELECABINE;74430;18.93;20;1;2
44;74278;2308;;AV;DES VALLEES;74300;88.59;88;4;2
45;75105;22;;BD;SAINT MARCEL;75005;30.05;41;2;2
46;75110;45;;BD;DE MAGENTA;75010;32.3;32;2;2
47;75111;14;;AV;DE LA REPUBLIQUE;75011;120.28;120;4;2
48;75111;160;;RUE;SAINT MAUR;75011;17.94;28;2;2
49;75111;11;;RUE;DU MOULIN JOLY;75011;28.39;28;2;2
50;75112;36;;RUE;ERARD;75012;18;41;2;2
51;75112;220;;RUE;DE CHARENTON;75012;51.44;51;3;2
52;75112;17;;RUE;D AUSTERLITZ;75012;10.06;10;1;2
53;75115;60;A;RUE;EMERIAU;75015;88.3;88;4;2
54;75118;4;;RUE;SQUARE CARPEAUX;75018;23.98;18;1;2
55;75118;36;;AV;DE CLICHY;75018;53.59;39;2;2
56;75118;68;;RUE;MARCADET;75018;24.3;25;2;2
57;76217;16;;AV;ALEXANDRE ANQUETIN;76200;61.52;59;4;2
58;76451;5;;PARC;DE LA BRESLE;76130;57.27;58;3;2
59;76655;4;;RUE;FRANCOIS LAPERT;76460;23.98;25;1;2
60;77118;5;B;RUE;DE LA SOLIDARITE;77410;35.32;40;2;2
61;78350;4;;ALL;HELENE LAZAREFF;78430;89.41;89;4;2
62;78423;1;;AV;DE DENTON;78180;106.19;107;5;2
63;78545;15;;RUE;ROBERT DESNOS;78210;67.76;70;4;2
64;78545;1;;RUE;MAL DE LATTRE DE TASSIGNY;78210;40.55;40;2;2
65;78551;53;;RUE;DE MAREIL;78100;84.31;142;5;2
66;78586;1;;RUE;MAETERLINCK;78500;74;74;3;2
67;78640;2;;RUE;DIVISION LECLERC;78140;49.16;48;2;2
68;83062;;;;LES SAVELS;83130;50.74;50;2;2
69;83069;31;;AV;DE LA SABLIERE CAPTE;83400;20.15;20;1;2
70;83112;9100;;RES;LE GRAND SOLEIL;83270;47.52;38;2;2
71;83123;8;;ALL;DES PAQUERETTES;83110;86.92;91;5;1
72;84007;43;;RUE;CAMPANE;84000;37.24;40;2;2
73;85047;78;;RUE;CARNOT;85300;43.12;45;2;2
74;86062;20;B;ALL;DU HAUT POITOU;86360;30.42;30;1;2
75;86194;9007;;RUE;DES DOUVES;86000;71.03;75;4;2
76;87075;14;;RUE;DU CLUZEAU;87170;62.95;62;2;2
77;87085;8;;RUE;GEORGES BELJEAN;87100;43.54;43;2;2
78;91249;2;;RUE;D ADELAIAU;91470;128.34;128;5;2
79;91689;6;;RUE;DE LA DIVISION LECLERC;91320;43.42;43;2;2
80;92025;79;;RUE;DE VARSOVIE;92700;49.45;55;3;2
81;92026;5;;BD;GEORGES CLEMENCEAU;92400;62.1;65;3;2
82;92036;32;;RUE;GEORGES THORETTON;92230;59.35;59;3;2
83;92044;74;;RUE;JULES GUESDE;92300;52.85;55;2;2
84;93032;35;;AV;SAINTE FOY;93220;106.31;90;4;1
85;93051;4;;ALL;JOSEPHINE;93160;77.93;77;4;2
86;93057;129;;ALL;JULES AUFFRET;93320;46;46;2;2
87;93071;1;;PL;GASTON BUSSIERE;93270;24.63;24;2;2
88;94044;21;;RUE;CLAUDE BERNARD;94450;67.1;67;3;2
89;94060;18;;RUE;DE PROVENCE;94510;80;66;4;1
90;94060;4;;RUE;DU CLOS SAINT NICOLAS;94510;48.02;49;2;2
91;94080;7;;RUE;DE L EGALITE;94300;16.37;17;1;2
92;95252;16;;RUE;DE LA FOSSE AUX BICHES;95130;72.53;69;4;2
93;95388;57;;ALL;DU VEXIN;95180;90.07;93;5;1
94;95607;9004;;RES;LES LIGNIERES;95150;57.1;56;3;2
95;01262;9;;RUE;NEUVE;01120;41.82;47;1;2
96;02408;27;;RUE;FERNAND THUILLART;02000;165.11;156;6;2
97;03190;2;;RUE;DENAIN;03000;124.01;77;3;2
98;04073;7052;;RES;LES CHENEVRIERS;04400;24.32;25;1;2
99;04166;7102;;PL;DE L ENGIEN;04500;106.43;133;4;2
100;04209;9002;;PL;DU DOCTEUR ROBERT;04200;32.89;33;1;2
101;06004;15;;AV;NIQUET;06600;37.66;41;2;2
102;06027;7;;CHE;DE SAINT LAURENT;06800;58.42;58;3;2
103;06088;8;;RUE;ROSSINI;06000;99.04;98;4;2
104;06088;27;;RUE;LAMARTINE;06000;30.2;95;3;2
105;06088;4;;AV;VALROSE;06100;68.75;68;3;2
106;06159;15;B;AV;VICTOR CAUVIN;06230;56.05;58;2;2
107;10323;5;;IMP;DU CHANT DE L ALOUETTE;10100;55.5;52;3;2
108;13119;5279;F;RUE;DU 14 JUILLET;13470;53.09;51;3;2
109;13201;55;;RUE;FRANCIS DAVSO;13001;48.24;50;2;2
110;13204;9;;RUE;BOSCARY;13004;28.4;30;1;2
111;13206;9;;RUE;CRUDERE;13006;51.01;51;3;2
112;13209;13;;BD;GUSTAVE GANAY;13009;51.54;52;3;2
113;14118;4;;RUE;AUX NAMPS;14000;34.83;59;2;2
114;14333;1;;RUE;PESTEL;14600;12.44;13;1;2
115;14715;1;;AV;P CASSAGNAVERE;14360;53.76;53;2;2
116;14754;1;;RUE;CHARLES KOECHLIN;14640;52.82;32;2;1
117;17300;66;;AV;DENFERT ROCHEREAU;17000;32.18;33;1;2
118;17414;6;;RUE;DES MENDRIES;17138;49.9;50;3;1
119;22113;5;;RES;DE LA HAUTE RIVE;22300;68.3;67;4;2
120;22168;33;;RUE;ANATOLE LE BRAZ;22700;54.42;57;2;2
121;22278;16;H;BD;DE L ATLANTIQUE;22000;64;64;4;2
122;24322;19;;AV;DAUMESNIL;24000;31.05;33;1;2
123;25527;850;;CHE;DES GOUILLOTTES;25410;127.96;147;5;2
124;28085;34;B;RUE;DU FAUBOURG ST JEAN;28000;106.03;105;5;1
125;30003;22;;RUE;THEAULON;30220;32.29;50;2;2
126;30007;145;;QUAI;DE BILINA;30100;39.5;39;2;2
127;30133;80;;RUE;DES ANEMONES;30240;20;19;1;2
128;30189;4;B;RUE;ARNAVIELLE;30900;60.07;60;3;2
129;32013;3;;RUE;DAUMESNIL;32000;54;57;2;2
130;33005;230;;BD;DE LA REPUBLIQUE;33510;44.12;44;2;2
131;33063;52;;RUE;DU TONDU;33000;61.16;60;4;2
132;33075;17;;RUE;DES HIRONDELLES;33520;86.3;86;4;1
133;33550;17;;RUE;LAURENT FIGNON;33140;39.23;45;2;2
134;34023;7;;AV;PASTEUR;34540;24.6;24;1;2
135;37261;5;;RUE;HENRI HERTZ;37100;42.2;42;2;2
136;37261;4;;ALL;DES ERABLES;37000;63.1;70;3;2
137;38169;6;;RUE;DOYEN GOSSE;38600;21;20;1;2
138;38185;4;;PL;BIR HAKEIM;38000;95.74;95;3;2
139;38253;13;;AV;DE LA MUZELLE MT DE LANS;38860;60.55;62;3;2
140;40046;176;;AV;GABRIELE  D ANNUNZIO;40600;29.78;25;1;1
141;40088;49;;AV;VICTOR HUGO;40100;18.63;19;1;2
142;40304;112;;AV;DU MARENSIN;40150;82.35;47;3;1
143;42256;2;;CHE;DES GREFFIERS;42680;94.39;93;4;1
144;44109;52;;BD;DE L EGALITE;44100;62.14;64;3;2
145;44190;18;;RUE;BONNE GARDE;44230;47.34;47;2;2
146;44204;1;;RUE;PAUL VERLAINE;44470;42.25;42;2;2
147;45234;239;;FG;SAINT VINCENT;45000;65.71;65;3;2
148;45286;13;;ALL;DES ERABLES;45650;72.37;69;1;2
149;50002;74;;RTE;DE COUTANCES;50180;57.88;47;2;2
150;51454;7;;IMP;DES CARMELITES;51100;119.95;121;4;2
151;54395;21;;RUE;DES SOEURS MACARONS;54000;36.6;38;2;2
152;56062;2;;RES;DE PORH MEN GUEN;56680;97.51;105;3;2
153;59368;19;;AV;SIMONE;59110;80.09;80;3;2
154;59378;42;Q;RUE;JEAN JAURES;59700;29.73;30;2;1
155;59491;468;;RUE;HENRI DURRE;59590;153.25;139;5;1
156;60159;2;;RUE;AMPERE;60200;41;37;1;2
157;60159;59;C;RUE;DU GENERAL MANGIN;60200;220.72;210;8;1
158;60382;35;;IMP;JEAN DE LA FONTAINE;60280;30.38;30;2;2
159;60395;1;;AV;JACQUES CARTIER;60110;72.91;74;4;2
160;60524;34;B;AV;DE LA GARE;60290;67.47;68;3;2
161;62041;76;;PL;GRAND PLACE;62000;45.5;45;2;2
162;63300;31;;RUE;HIPPOLYTE GOMOT;63200;62.72;47;2;2
163;69003;6;;AV;DE LA GARE;69250;108.84;109;4;2
164;69204;78;B;RUE;DES COLLONGES;69230;43.25;43;2;2
165;69264;496;;RUE;ETIENNE POULET;69400;78.72;71;3;2
166;69389;72;;RUE;SAINT PIERRE DE VAISE;69009;32.82;38;1;2
167;69389;2;;PL;DE LA RHODIACETA;69009;75.31;75;3;2
168;70550;24;;RUE;DE LA BANQUE;70000;75.87;76;4;2
169;70550;22;;RUE;D ALSACE LORRAINE;70000;168.38;106;4;2
170;74014;13;;RTE;DES MOULINS;74300;21.29;21;1;2
171;74249;110;;RTE;DE LA SAUGE;74500;76.14;76;3;2
172;75102;192;;RUE;SAINT DENIS;75002;36.91;37;3;2
173;75103;24;;RUE;DE SAINTONGE;75003;66;12;1;2
174;75104;8;;RUE;SAINT PAUL;75004;25.34;25;2;2
175;75105;30;;RUE;DES BOULANGERS;75005;21.34;20;1;2
176;75106;36;;RUE;DE BUCI;75006;28.55;28;1;2
177;75107;7;;RUE;COGNACQ JAY;75007;82.62;83;3;2
178;75110;38;;AV;CLAUDE VELLEFAUX;75010;30.18;31;2;2
179;75111;7;;RUE;PLICHON;75011;58.45;56;3;2
180;75111;33;;AV;PHILIPPE AUGUSTE;75011;31.12;30;2;2
181;75112;38;B;RUE;TRAVERSIERE;75012;44.95;50;2;2
182;75114;31;;RUE;DE L ABBE CARTON;75014;25.06;26;1;2
183;75115;8;;RUE;MARMONTEL;75015;37.38;37;2;2
184;75115;22;A;RUE;EMERIAU;75015;99.96;97;6;2
185;75117;62;;RUE;LEGENDRE;75017;63.16;75;3;2
186;75117;68;;RUE;MSTISLAV ROSTROPOVITCH;75017;47.12;47;2;2
187;75118;76;;RUE;LEPIC;75018;53.01;50;3;2
188;75118;21;B;RUE;DUHESME;75018;52.46;51;3;2
189;75118;124;;RUE;DAMREMONT;75018;52.24;50;2;2
190;75118;89;;RUE;DES POISSONNIERS;75018;29.13;30;2;2
191;75118;28;;RUE;DE TORCY;75018;67.8;68;3;2
192;75120;9;;RUE;HENRI CHEVREAU;75020;21.01;25;1;2
193;76351;4;;RUE;MICHEL DUBOSC;76600;19.9;20;1;2
194;76447;3;;RUE;HENRY LEMONNIER;76290;45.84;30;1;2
195;76451;10;;RUE;ROBERT DE THORIGNY;76130;39.3;39;2;2
196;77005;19;B;RUE;DU GENERAL DE GAULLE;77410;32.99;29;2;2
197;77014;56;;RUE;REMY DUMONCEL;77210;24.06;25;1;2
198;77058;4;;RUE;KONRAD ADENAUER;77600;53.6;53;2;2
199;77058;17;;AV;DU GENERAL DE GAULLE;77600;31.42;31;1;2
200;77059;13;Q;RUE;DE CHAMPAGNE;77600;111.15;102;5;1
201;77192;2;E;SQ;DU PETIT MARGAT;77610;60.25;60;3;2
202;77259;2;C;CHE;DU GAZON;77230;75.06;76;4;1
203;77288;17;;RUE;LOUVIOT;77000;33.49;33;2;2
204;77288;15;;RUE;DE VAUX;77000;44.94;45;2;2
205;77379;2;B;RUE;DU TEMPLE;77160;66.54;76;3;2
206;78005;113;;AV;DE POISSY;78260;42.2;42;2;2
207;78372;8;;SQ;DES AUBADES;78160;67.6;66;4;2
208;78372;9;;RES;DE LA SABOTTE;78160;53.05;55;3;2
209;78383;1;;SQ;DU JURANCON;78310;27.81;28;1;2
210;78550;3;;RUE;LOUIS PASTEUR;78640;101.85;107;6;1
211;78621;9003;;CITE;LA GARENNE A BREFAUT;78190;55.06;51;3;2
212;78646;16;;RUE;DE L OCCIDENT;78000;80.38;82;4;2
213;82096;29;;RUE;DES LILAS;82290;71.05;71;3;1
214;83009;71;;CHE;DE L ESCOURCHE;83150;37.6;51;2;2
215;83009;271;;BD;DES GRAVIERS;83150;15.2;15;1;2
216;83034;9500;;RES;LE ST VINCENT;83320;29.85;30;2;2
217;83070;1;;AV;PIERRE DE COUBERTIN;83980;64.84;64;3;2
218;85035;9733;;RES;LES TROIS TOURS 2;85470;37.82;37;2;2
219;85127;5;;AV;DU LITTORAL;85560;64.41;64;3;2
220;85194;3;;RUE;FIEF DES COUTS;85100;63.63;64;3;2
221;85262;46;;RUE;DU BAS RUET;85660;88.5;88;4;1
222;88372;38;;RUE;JULES FERRY;88110;81.24;82;3;2
223;90010;1;;RUE;DE COLMAR;90000;42.25;44;2;2
224;90010;24;;RUE;DE CRONSTADT;90000;56;56;3;2
225;91114;43;;RUE;DES 3 CHENES;91800;69.17;63;4;2
226;91225;10;;RES;LES BOIS DU CERF;91450;146.94;168;6;1
227;91326;5;;RUE;MONTTESSUY;91260;49;49;3;2
228;91377;4;;ALL;D'AUTRICHE;91300;93.02;96;5;2
229;91425;50;B;RTE;D ORLEANS RN 20;91310;40;44;2;2
230;91570;10;;ALL;DES ERABLES;91240;115.97;118;5;1
231;91589;239;;AV;ROBERT LEUTHREAU;91600;90;45;2;1
232;92004;4;;RUE;BERNARD JUGAULT;92600;67.23;66;4;2
233;92004;26;;RUE;DES BOURGUIGNONS;92600;40.69;40;3;2
234;92004;12;;RUE;DU R P CH GILBERT;92600;54.2;54;2;2
235;92009;1;;RUE;CLAUDE MIVIERE;92270;52.47;52;3;2
236;92012;6;;IMP;BELLEVUE;92100;65.62;56;1;2
237;92012;197;;RUE;GALLIENI;92100;87.15;88;4;2
238;92012;19;;ALL;ROBERT DOISNEAU;92100;23.8;23;1;2
239;92012;11;;RUE;SAINT DENIS;92100;31.2;29;2;2
240;92012;11;;RUE;FESSART;92100;78.02;119;4;2
241;92014;36;;RUE;PAUL HENRY THILLOY;92340;76.85;77;1;2
242;92022;1162;;AV;ROGER SALENGRO;92370;59.73;50;3;2
243;92023;85;;AV;HENRI BARBUSSE;92140;40.8;74;3;2
244;92025;273;;RUE;SAINT DENIS;92700;61.06;62;3;2
245;92025;9;;RUE;PAUL BERT;92700;38.05;35;2;2
246;92025;21;;RUE;VICTOR HUGO;92700;32.02;32;2;2
247;92026;7;;RUE;DE LA SABLIERE;92400;94.32;92;4;2
248;92048;1;;SQ;DES COLONNES;92360;61.97;63;3;2
249;92050;6;;RUE;DE L'OUEST;92000;61.93;61;3;2
250;92063;7;;RUE;DU GUE;92500;25.16;25;1;2
251;92063;11;;RUE;DE LA BENARDE;92500;46.75;46;2;2
252;92063;12;;SQ;RONSARD;92500;48.5;47;2;2
253;92075;7;;RUE;LOUIS BLANC;92170;44.17;43;2;2
254;93001;55;;RUE;DU MOUTIER;93300;35;35;2;2
255;93006;77;;RUE;SADI CARNOT;93170;30.45;30;2;2
256;93010;4;;RUE;ARTHUR RIMBAUD;93140;70.56;71;3;2
257;93048;24;;RUE;KLEBER;93100;102.46;147;6;2
258;94016;68;;RUE;DU COLONEL FABIEN;94230;21.13;21;1;2
259;94022;18;;RUE;PAUL CARLE;94600;41.57;42;2;2
260;94033;15;;RUE;DE TRUCY;94120;29.07;15;1;2
261;94041;3;;ALL;MULATRESSE SOLITUDE;94200;68.02;67;3;2
262;94042;4;;RUE;HALIFAX;94340;73.81;76;3;2
263;94052;6;;RUE;ANQUETIL;94130;50.08;50;2;2
264;94068;83;;AV;DU BAC;94210;61.93;62;3;2
265;94071;16;;RUE;DU MOUTIER;94370;34.2;34;2;2
266;94076;1;;RUE;PIERRE ET MARIE CURIE;94800;39.39;39;2;2
267;94079;7;;ALL;DE DERRIERE LES JARDINS;94350;84.23;82;4;2
268;94080;74;;RUE;DE LA JARRY;94300;50.6;50;3;2
269;94080;27;;AV;PAUL DEROULEDE;94300;25.14;20;1;2
270;95203;4;;RUE;DE LA BRIQUETERIE;95600;64;63;3;2
271;95218;1;;RUE;DES CAPUCINES;95610;45.04;46;2;2
272;95218;1;;RUE;DU PAPIER COUCHE;95610;56.86;57;3;2
273;95500;20;;RUE;DES MARECHAUX;95300;77.71;77;4;2
274;95572;76;;RUE;GEORGE SAND;95310;61.05;61;3;2
275;04209;9003;;PL;DE L HORLOGE;04200;105.71;119;4;2
276;14079;17;;RUE;DE VERDUN;14910;30.09;30;2;2
277;14754;6412;;CHE;DE BOIS LURETTE;14640;30.38;30;2;2
278;54395;10;;RUE;FERRI III;54000;47.04;46;2;2
279;74256;29;;RTE;DE CUSIN;74700;63.14;62;3;2
280;77014;5;;RUE;DU ROCHER;77210;45.61;49;2;2
281;80021;12;;RUE;MARTIN BLEU DIEU;80000;34.99;35;1;2
282;82112;7;;AV;DU DOCTEUR ROUANET;82200;67.19;67;4;2
283;91223;9;;RUE;DE LA JUIVERIE;91150;31.49;36;1;2
284;01160;1;;RUE;DE GEX;01210;82.59;75;3;2
285;01288;140;;RUE;DE L'ABBE JOLIVET;01630;109.22;109;5;1
286;04070;1;;RUE;DES MONGES;04000;144.6;120;4;2
287;06029;3;;RUE;NOTRE-DAME;06400;31.21;32;2;2
288;06032;56;;AV;DU TROIS SEPTEMBRE;06320;24.58;24;1;2
289;06079;114;;AV;GASTON DE FONTMICHEL;06210;36.6;36;2;2
290;06083;55;;AV;DE SOSPEL;06500;29;29;1;2
291;06083;649;;PROM;DU SOLEIL;06500;54.34;57;2;2
292;06088;17;;RUE;GOUNOD;06000;32.83;33;2;2
293;06088;4;;BD;CIMIEZ;06000;133.44;144;4;2
294;10325;;;;LES FEUILLATES;10430;63.58;63;3;2
295;10343;17;D;RUE;DE LA COOPERATIVE;10800;50.75;50;3;2
296;10362;146;;AV;GEN GALLIENI;10300;47.88;48;2;2
297;10362;2;;RUE;NVE DE LA REPUBLIQUE;10300;68.03;66;3;2
298;11170;1;;RES;GRUISSAN PORT;11430;23.89;25;3;2
299;11170;156;;PL;DE LA BONANCE;11430;22.15;28;2;2
300;13005;2;;RUE;DE LA BIBLIOTHEQUE;13400;82.72;84;5;2
301;13022;26;;RUE;DOCT SEVERIN ICARD;13260;36.8;37;3;2
302;13028;3;;RUE;ANTOINE PIRRODI;13600;29.29;30;1;2
303;13028;432;;BD;DE LAVAUX;13600;115.53;114;4;2
304;13101;200;;CHEM;DU COULET;13119;92.99;61;3;1
305;13205;294;;BD;CHAVE;13005;64.45;63;3;2
306;13207;62;;BD;BOMPARD;13007;24.89;40;3;2
307;13207;2;;RUE;CAPITAINE DESSEMOND;13007;22.71;22;1;2
308;13208;27;;RUE;ROCCA;13008;85.37;86;4;2
309;13209;1;;RES;LE LANCIER;13009;31.28;32;1;2
310;13210;68;;BD;MIREILLE LAUZE;13010;112.09;111;5;2
311;14220;6;;AV;ROGER DELIENCOURT;14800;41.78;43;2;2
312;14754;4;;AV;DE LA REPUBLIQUE;14640;47.05;46;2;2
313;18033;15;;RUE;JEAN JACQUES ROUSSEAU;18000;77.87;78;3;2
314;19031;5;;RUE;D ESPAGNAC;19100;70.19;71;3;2
315;22278;8;;PL;DU GUESCLIN;22000;168.7;123;4;2
316;2A362;6113;;;SUVERA TORTA;20144;32.16;32;2;1
317;30106;5495;;CHE;NEUF;30170;82.11;84;4;1
318;30189;163;;RUE;DE BRUNSWICK;30000;36.29;40;1;2
319;30189;74;;IMP;DES LUPINS;30900;65.24;65;3;2
320;31203;4;;RUE;DEMOISELLES DE GASCOGNE;31270;36.46;38;2;2
321;31555;10;;BD;PIERRE CURIE;31200;60.16;65;3;2
322;33039;7;;RUE;ARISTIDE DE SOUSA-MENDES;33130;56.67;59;3;2
323;33039;422;;RTE;DE TOULOUSE;33130;50.16;50;2;2
324;33063;51;;RUE;DE PESSAC;33000;26.39;26;1;2
325;33514;12;;RUE;ANDRE LEROUX;33780;35.8;35;2;2
326;33522;16;;AV;VIEILLE TOUR;33400;20.15;19;1;2
327;33533;6;B;RTE;DE LA GARONNE;33210;62.55;65;2;2
328;34003;24;;ALL;DE LA FLANERIE;34300;23.7;23;1;2
329;34079;94;;RUE;FRANCOISE GIROUD;34800;44.14;43;2;2
330;34157;8;;AV;GAL DE GAULLE;34140;59.19;72;3;2
331;34301;;;RES;PORT VAUBAN;34200;62.66;71;3;2
332;35210;2;B;AV;CHARLES LE GOFFIC;35740;56.15;61;3;2
333;35238;2;;RUE;DUGUESCLIN;35000;16.54;17;1;2
334;37261;7;;RUE;JEAN LURCAT;37100;65.52;66;3;2
335;38185;42;;CRS;JEAN JAURES;38000;31;31;2;2
336;38185;3;;AV;DE VALMY;38100;61.23;62;3;2
337;38185;10;;RUE;ELISEE CHATIN;38100;76.75;73;3;2
338;38191;5519;;RES;LES TERRASSES DE L ALPE I;38750;16.3;17;1;2
339;38421;1;;RUE;FRANZ LISZT;38400;60.73;61;4;2
340;38421;2;;RUE;SIMONE DE BEAUVOIR;38400;81.25;81;4;2
341;39526;7;;PL;DE LA VICTOIRE;39500;97.41;101;5;1
342;40088;11;;RUE;DES SERRES;40100;85.32;78;4;2
343;40281;220;;CHE;DE LAREIGNE;40280;45.94;46;2;2
344;40284;9;T;AV;DE LA GARE;40230;53.22;50;3;1
345;40312;1;;ALL;HELENE ET JACQUES SOLOMON;40220;65.26;65;3;2
346;40312;3;;PL;ALEXANDRE VIRO;40220;91.43;90;4;2
347;40317;80;;RTE;DE L ETANG;40230;74.39;74;4;1
348;42005;33;;RUE;DU TREYVE;42160;90.2;66;3;2
349;42187;85;B;RUE;JOANNY AUGE;42300;76.75;77;3;2
350;42187;12;;RUE;BERCHOUX;42300;41.31;42;2;2
351;42187;10;;RUE;DES ECOLIERS;42300;61.37;59;2;2
352;42332;115;;RUE;DU MOULIN A VENT PROLONGE;42300;75.95;70;4;2
353;43157;33;;RUE;ST GILLES;43000;36.98;50;2;2
354;44035;29;;RUE;CHARLES NUNGESSER;44240;51.77;51;3;1
355;44109;2;;IMP;DE L HOTEL DIEU;44000;62.88;50;1;1
356;44132;44;;BD;OCEANIDES;44380;67.98;68;2;2
357;44198;5;;RUE;LOUISE MICHEL;44840;53.25;52;2;2
358;45075;28;;RUE;GUSTAVE EIFFEL;45380;60.7;60;3;2
359;45232;481;;AV;DU LOIRET;45160;70.03;68;4;2
360;45234;13;;RUE;DE GAUCOURT;45000;44.39;45;2;2
361;45284;28;;RUE;DE LA HAUTE CROIX;45800;26.25;26;1;2
362;49007;63;;RUE;DU PRE PIGEON;49100;71.08;75;3;2
363;49007;99;;RUE;DE LA MADELEINE;49000;21.62;20;1;2
364;49099;1;;;LE CARRE DES TOILES;49300;39.78;40;2;2
365;50147;72;;RUE;SAINT PIERRE;50200;59.19;59;2;2
366;51108;2;;RUE;DES AUGUSTINS;51000;31.79;30;1;2
367;51230;1;;PL;CARNOT;51200;43.85;44;2;2
368;54263;17;;RUE;DU BOUCAU;54310;58.53;56;3;2
369;56023;3;;IMP;DU RAIL;56400;38.01;38;2;2
370;60342;324;;RUE;DE LA REPUBLIQUE;60290;43.84;44;2;2
371;60513;2;B;RUE;DES CLIGNETTES;60460;64.45;80;4;2
372;62893;1;;RUE;SAINT EXUPERY;62930;87.68;82;4;1
373;64102;2;;ALL;DE LA GRAVIERE;64100;54.68;54;2;2
374;69089;9;B;CHE;DU LOUP;69340;60.77;61;3;2
375;69176;18;B;RUE;DU PERRON;69510;104.11;102;4;1
376;69264;437;;RUE;DE THIZY;69400;56.02;57;3;2
377;69381;14;;RUE;IMBERT COLOMES;69001;28.17;54;3;2
378;69383;6;;RUE;ROUX SOIGNAT;69003;49.13;52;1;2
379;69384;49;;RUE;EUGENE PONS;69004;51.01;52;2;2
380;72181;15;;PL;EDOUARD DE LA BOUSSINIERE;72000;20.92;21;1;2
381;73257;5669;H;;IMM ARCELLE 1;73440;30.84;27;2;2
382;74236;448;;AV;DU MONT PACCARD;74170;16.7;25;2;2
383;74311;116;;RUE;DE L AUTOMNE;74250;47.17;47;2;2
384;75103;7;;RUE;NOTRE DAME DE NAZARETH;75003;27.37;26;2;2
385;75103;67;;RUE;DE BRETAGNE;75003;26.43;11;1;2
386;75104;22;;RUE;DU TEMPLE;75004;34.6;27;2;2
387;75105;9;;RUE;LARREY;75005;27.01;26;1;2
388;75106;1;;RUE;HUYSMANS;75006;29.5;29;1;2
389;75106;62;;RUE;SAINT PLACIDE;75006;110.09;109;5;2
390;75106;66;;RUE;DE RENNES;75006;165.15;163;5;2
391;75106;45;;RUE;BONAPARTE;75006;78.83;79;3;2
392;75106;27;;RUE;DES SAINTS PERES;75006;48.96;52;2;2
393;75110;139;;RUE;DU FBG SAINT DENIS;75010;36.47;29;2;2
