id_commune;population_municipale;population_comptee_a_part;population_totale
54269;360;5;365
54270;3693;65;3758
54271;122;6;128
54272;469;3;472
54273;8219;186;8405
54274;9354;237;9591
54275;190;6;196
54276;795;7;802
54277;373;2;375
54278;99;1;100
54279;983;21;1004
54280;6570;53;6623
54281;896;18;914
54282;161;4;165
54283;290;9;299
54284;1137;20;1157
54285;56;1;57
54286;1587;30;1617
54287;260;1;261
54288;498;5;503
54289;366;10;376
54290;211;3;214
54291;291;2;293
54292;190;3;193
54293;85;4;89
54294;147;1;148
54295;972;111;1083
54296;433;4;437
54297;309;3;312
54298;153;2;155
54299;226;6;232
54300;6553;109;6662
54301;128;1;129
54302;746;18;764
54303;368;3;371
54304;14366;191;14557
54305;2400;48;2448
54306;343;5;348
54307;176;4;180
54308;146;3;149
54309;379;3;382
54310;3;0;3
54311;595;8;603
54312;480;10;490
54313;229;1;230
54314;3816;65;3881
54315;902;6;908
54316;298;5;303
54317;131;5;136
54318;5863;73;5936
54320;324;4;328
54321;2365;28;2393
54322;5218;62;5280
54323;14774;272;15046
54324;89;1;90
54325;82;8;90
54326;222;10;232
54327;630;15;645
54328;6142;89;6231
54329;17867;324;18191
54330;428;9;437
54331;280;6;286
54332;1547;24;1571
54333;248;14;262
54334;561;11;572
54335;412;4;416
54336;927;11;938
54337;129;3;132
54338;980;14;994
54339;8191;270;8461
54340;343;5;348
54343;187;5;192
54344;218;4;222
54345;344;5;349
54346;246;4;250
54348;236;8;244
54349;163;2;165
54350;697;8;705
54351;1682;15;1697
54352;829;9;838
54353;922;16;938
54354;46;0;46
54355;94;2;96
54356;67;2;69
54357;9818;119;9937
54358;279;5;284
54359;243;3;246
54360;337;8;345
54362;1281;7;1288
54363;270;6;276
54364;1289;19;1308
54365;324;9;333
54366;1976;20;1996
54367;2278;67;2345
54368;175;3;178
54369;617;7;624
54370;225;1;226
54371;1069;20;1089
54372;511;2;513
54373;618;5;623
54374;514;9;523
54375;1078;17;1095
54376;409;7;416
54377;159;0;159
54378;473;8;481
54379;97;0;97
54380;413;10;423
54381;55;2;57
54382;8994;113;9107
54383;1117;11;1128
54385;1086;25;1111
54386;92;1;93
54387;151;0;151
54388;74;2;76
54389;99;2;101
54390;101;3;104
54391;1568;23;1591
54392;312;2;314
54393;539;6;545
54394;251;6;257
54395;105058;1446;106504
54396;227;8;235
54397;6633;55;6688
54398;97;2;99
54399;248;1;249
54400;1150;22;1172
54401;127;5;132
54402;413;11;424
54403;1190;34;1224
54404;264;5;269
54405;522;0;522
54406;279;7;286
54407;96;3;99
54408;231;3;234
54409;188;0;188
54410;519;2;521
54411;218;2;220
54412;38;3;41
54413;151;1;152
54414;660;8;668
54415;4105;52;4157
54416;180;3;183
54417;240;7;247
54418;171;1;172
54419;73;0;73
54420;87;1;88
54421;317;4;321
54422;70;0;70
54423;348;10;358
54424;43;1;44
54425;2539;28;2567
54426;480;6;486
54427;94;1;95
54428;863;9;872
54429;300;2;302
54430;4870;56;4926
54431;14497;187;14684
54432;1844;38;1882
54433;229;7;236
54434;252;2;254
54435;362;4;366
54436;146;4;150
54437;1151;20;1171
54438;56;0;56
54439;5077;62;5139
54440;121;0;121
54441;234;5;239
54442;97;2;99
54443;37;0;37
54444;222;2;224
54445;102;0;102
54446;65;2;67
54447;76;1;77
54449;1048;15;1063
54450;141;1;142
54451;3809;76;3885
54452;78;2;80
54453;161;1;162
54455;158;4;162
54456;584;8;592
54457;44;0;44
54458;105;1;106
54459;2329;25;2354
54460;156;3;159
54461;70;2;72
54462;2870;28;2898
54463;235;2;237
54464;105;0;105
54465;769;11;780
54466;390;5;395
54467;191;5;196
54468;113;2;115
54469;418;5;423
54470;74;2;76
54471;71;3;74
54472;854;16;870
54473;280;6;286
54474;192;0;192
54475;155;6;161
54476;416;11;427
54477;162;3;165
54478;149;1;150
54479;95;1;96
54480;56;1;57
54481;98;3;101
54482;10019;110;10129
54483;7417;73;7490
54484;186;3;189
54485;310;6;316
54486;355;5;360
54487;64;0;64
54488;35;0;35
54489;148;4;152
54490;1473;23;1496
54491;315;7;322
54492;152;2;154
54493;2415;39;2454
54494;101;0;101
54495;4221;59;4280
54496;368;4;372
54497;106;3;109
54498;5069;66;5135
54499;112;4;116
54500;183;3;186
54501;101;0;101
54502;243;1;244
54504;668;16;684
54505;714;8;722
54507;103;2;105
54508;245;4;249
54509;994;4;998
54510;312;6;318
54511;112;4;116
54512;106;2;108
54513;646;4;650
54514;601;15;616
54515;250;0;250
54516;17;1;18
54517;203;2;205
54518;1110;10;1120
54519;587;8;595
54520;381;9;390
54521;1950;30;1980
54522;142;3;145
54523;424;2;426
54524;84;2;86
54525;664;12;676
54526;8856;289;9145
54527;675;26;701
54528;15633;265;15898
54529;28;0;28
54530;86;2;88
54531;56;1;57
54532;165;3;168
54533;2605;33;2638
54534;530;21;551
54535;200;2;202
54536;2438;24;2462
54537;690;29;719
54538;381;3;384
54539;234;13;247
54540;578;6;584
54541;165;2;167
54542;2322;35;2357
54543;158;2;160
54544;140;2;142
54545;211;5;216
54546;930;9;939
54547;29942;281;30223
54548;538;8;546
54549;3594;42;3636
54550;322;8;330
54551;60;2;62
54552;62;2;64
54553;150;4;154
54554;77;1;78
54555;88;0;88
54556;107;3;110
54557;2306;96;2402
54558;280;5;285
54559;302;2;304
54560;52;0;52
54561;47;1;48
54562;159;7;166
54563;1392;17;1409
54564;141;4;145
54565;235;2;237
54566;154;1;155
54567;366;13;379
54568;271;3;274
54569;191;4;195
54570;340;7;347
54571;594;8;602
54572;683;5;688
54573;170;0;170
54574;551;19;570
54575;1525;37;1562
54576;117;1;118
54577;143;1;144
54578;14525;302;14827
54579;339;7;346
54580;10003;108;10111
54581;297;9;306
54582;183;1;184
54583;415;8;423
54584;1032;22;1054
54585;491;6;497
54586;741;7;748
54587;195;3;198
54588;395;9;404
54589;128;6;134
54590;665;19;684
54591;330;12;342
54592;260;3;263
54593;428;5;433
54594;159;1;160
54595;561;7;568
54596;966;7;973
54597;443;3;446
54598;270;7;277
54599;112;0;112
54600;129;1;130
54601;103;1;104
54602;148;0;148
55001;290;10;300
55002;103;3;106
55004;77;0;77
55005;36;1;37
55007;241;2;243
55008;146;5;151
55009;538;19;557
55010;2662;73;2735
55011;257;3;260
55012;414;8;422
55013;474;8;482
55014;361;7;368
55015;498;12;510
55017;118;5;123
55018;40;2;42
55021;62;2;64
55022;151;4;155
55023;116;1;117
55024;162;3;165
55025;277;3;280
55026;132;5;137
55027;159;3;162
55028;113;3;116
55029;14625;596;15221
55031;378;6;384
55032;45;1;46
55033;18;1;19
55034;115;3;118
55035;147;6;153
55036;92;1;93
55037;145;2;147
55038;38;2;40
55039;0;0;0
55040;253;6;259
55041;608;16;624
55042;525;12;537
55043;3040;53;3093
55044;33;3;36
55045;558;8;566
55046;128;4;132
55047;161;6;167
55048;34;2;36
55049;421;0;421
55050;0;0;0
55051;125;3;128
55053;369;2;371
55054;61;5;66
55055;13;1;14
55057;78;2;80
55058;326;10;336
55059;191;8;199
55060;346;14;360
55061;239;6;245
55062;114;1;115
55063;2464;39;2503
55064;104;0;104
55065;119;0;119
55066;131;4;135
55067;100;2;102
55068;111;3;114
55069;229;3;232
55070;120;6;126
55071;182;5;187
55072;109;1;110
55073;691;50;741
55075;174;4;178
55076;168;1;169
55077;263;9;272
55078;305;9;314
55079;696;21;717
55080;80;4;84
55081;58;1;59
55082;46;1;47
55083;153;4;157
55084;57;2;59
55085;288;4;292
55087;81;8;89
55088;152;4;156
55089;88;1;89
55093;290;3;293
55094;549;11;560
55095;104;4;108
55096;112;1;113
55097;312;6;318
55099;121;1;122
55100;79;8;87
55101;298;8;306
55102;524;19;543
55103;21;2;23
55104;81;3;84
55105;178;4;182
55106;179;5;184
55107;47;1;48
55108;124;4;128
55109;237;7;244
55110;226;7;233
55111;444;20;464
55113;156;1;157
55114;206;4;210
55115;46;0;46
55116;55;2;57
55117;1453;34;1487
55118;96;2;98
55119;190;1;191
55120;785;23;808
55121;119;5;124
55122;5386;235;5621
55123;712;15;727
55124;309;4;313
55125;797;19;816
55127;41;0;41
55128;41;1;42
55129;37;1;38
55132;1680;29;1709
55133;87;5;92
55134;153;4;157
55137;48;0;48
55138;133;3;136
55139;0;0;0
55140;17;0;17
55141;83;0;83
55142;121;6;127
55143;127;8;135
55144;385;13;398
55145;626;74;700
55146;207;11;218
55148;112;4;116
55149;122;0;122
55150;521;13;534
55153;195;2;197
55154;1441;47;1488
55155;397;7;404
55156;138;4;142
55157;52;0;52
55158;731;8;739
55159;338;3;341
55160;38;0;38
55162;35;0;35
55163;56;3;59
55165;426;12;438
55166;1311;24;1335
55167;660;10;670
55168;44;0;44
55169;514;6;520
55170;118;1;119
55171;256;4;260
55172;63;1;64
55173;40;3;43
55174;77;0;77
55175;189;5;194
55177;46;4;50
55178;184;6;190
55179;153;3;156
55180;136;11;147
55181;3507;74;3581
55182;208;3;211
55183;37;1;38
55184;1651;32;1683
55185;89;5;94
55186;2109;58;2167
55188;44;1;45
55189;0;0;0
55191;232;5;237
55192;44;1;45
55193;123;2;125
55194;58;0;58
55195;127;4;131
55196;128;1;129
55197;167;4;171
55198;652;9;661
55199;91;2;93
55200;206;4;210
55201;59;0;59
55202;149;3;152
55204;293;5;298
55206;98;4;102
55207;53;1;54
55208;60;2;62
55210;40;0;40
55211;65;1;66
55212;81;0;81
55214;279;21;300
55215;1074;17;1091
55216;63;0;63
55217;115;6;121
55218;39;0;39
55219;102;2;104
55220;78;0;78
55221;245;6;251
55222;32;2;34
55224;583;13;596
55225;143;7;150
55226;123;1;124
55228;552;11;563
55229;272;3;275
55232;114;0;114
55236;941;24;965
55237;227;1;228
55239;0;0;0
55241;78;3;81
55242;111;4;115
55243;181;5;186
55244;232;3;235
55245;165;2;167
55246;150;1;151
55247;51;5;56
55248;285;7;292
55250;182;8;190
55251;103;3;106
55252;154;2;156
55253;715;13;728
55254;123;3;126
55255;260;6;266
55256;148;0;148
55257;43;0;43
55258;617;17;634
55260;54;2;56
55261;142;2;144
55262;266;2;268
55263;158;4;162
55264;266;5;271
55265;138;5;143
55266;50;0;50
55267;272;8;280
55268;712;17;729
55269;74;0;74
55270;28;1;29
55271;378;6;384
55272;441;17;458
55274;290;6;296
55275;87;4;91
55276;215;2;217
55278;194;3;197
55279;445;8;453
55280;59;0;59
55281;95;0;95
55282;95;3;98
55284;72;0;72
55285;153;4;157
55286;241;1;242
55288;1416;16;1432
55289;60;1;61
55290;54;2;56
55291;4018;135;4153
55292;189;7;196
55293;168;4;172
55295;31;1;32
55296;477;8;485
55297;111;1;112
55298;295;9;304
55299;120;3;123
55300;224;7;231
55301;121;8;129
55302;1129;35;1164
55303;72;4;76
55304;159;6;165
55306;113;1;114
55307;0;0;0
55310;113;4;117
55311;29;1;30
55312;165;6;171
55313;67;2;69
55315;117;5;122
55316;400;7;407
55317;142;7;149
55320;67;2;69
55321;162;7;169
55322;46;1;47
55323;68;1;69
55324;517;13;530
55325;51;1;52
55326;111;3;114
55327;251;2;253
55328;288;6;294
55329;223;2;225
55330;90;2;92
55331;78;0;78
55332;238;5;243
55333;41;0;41
55334;167;3;170
55335;252;9;261
55336;151;2;153
55338;149;5;154
55339;78;1;79
55340;377;11;388
55341;126;2;128
55343;60;2;62
55344;22;0;22
55345;102;3;105
55346;296;7;303
55347;350;3;353
55348;373;4;377
55349;111;6;117
55350;74;0;74
55351;2052;85;2137
55352;143;18;161
55353;81;0;81
55355;155;1;156
55356;105;1;106
55357;108;3;111
55358;189;5;194
55359;206;2;208
55360;110;1;111
55361;127;0;127
55362;178;3;181
55363;93;1;94
55364;667;29;696
55365;142;4;146
55366;993;34;1027
55367;136;4;140
55368;144;9;153
55369;803;21;824
55370;225;2;227
55371;74;4;78
55372;373;12;385
55373;83;5;88
55374;75;1;76
55375;64;1;65
55376;86;4;90
55377;90;1;91
55378;244;3;247
55379;71;2;73
55380;54;1;55
55381;174;8;182
55382;362;9;371
55383;216;2;218
55384;123;4;127
55385;491;16;507
55386;219;5;224
55387;239;4;243
55388;278;4;282
55389;250;6;256
55391;197;6;203
55394;6;0;6
55395;56;3;59
55396;226;5;231
55397;238;4;242
55398;1016;17;1033
55399;117;0;117
55400;43;0;43
55401;413;11;424
55403;60;1;61
55404;326;11;337
55405;256;4;260
55406;110;4;114
55407;127;6;133
55408;173;8;181
55409;65;2;67
55410;134;6;140
55411;107;1;108
55412;187;5;192
55414;184;1;185
55415;86;1;87
55416;224;7;231
55419;161;4;165
55420;77;0;77
55421;77;4;81
55422;51;0;51
55423;330;8;338
55424;50;0;50
55425;134;0;134
55426;387;15;402
55427;2802;51;2853
55428;123;1;124
55429;47;0;47
55430;65;1;66
55431;58;0;58
55433;358;13;371
55434;50;2;52
55435;782;24;806
55436;29;0;29
55437;122;3;125
55438;185;4;189
55439;89;5;94
55442;248;3;251
55443;592;6;598
55444;221;0;221
55445;189;8;197
55446;85;4;89
55447;372;7;379
55448;48;1;49
55449;289;4;293
55450;45;2;47
55452;49;2;51
55453;65;1;66
55454;166;1;167
55456;232;8;240
55457;181;5;186
55458;375;0;375
55459;239;3;242
55460;139;2;141
55461;472;16;488
55462;340;11;351
55463;4039;71;4110
55464;155;8;163
55465;104;0;104
55466;294;8;302
55467;689;14;703
55468;98;0;98
55469;90;0;90
55470;193;2;195
55471;83;1;84
55472;116;6;122
55473;113;12;125
55474;230;7;237
55475;60;1;61
55476;471;13;484
55477;405;15;420
55479;163;3;166
55481;336;2;338
55482;101;2;103
55484;47;1;48
55485;72;3;75
55487;97;2;99
55488;150;5;155
55489;274;7;281
55490;332;11;343
55492;989;13;1002
55493;190;5;195
55494;428;21;449
55495;252;1;253
55496;1066;30;1096
55497;327;3;330
55498;465;5;470
55500;832;12;844
55501;385;10;395
55502;2507;129;2636
55503;124;2;126
55504;414;11;425
55505;3165;97;3262
55506;31;0;31
55507;219;2;221
55508;348;2;350
55509;274;6;280
55510;131;3;134
55511;120;3;123
55512;279;4;283
55514;605;10;615
55515;69;1;70
55516;559;6;565
55517;513;6;519
55518;143;2;145
55519;1353;29;1382
55520;461;11;472
55521;244;1;245
55522;111;3;114
55523;189;4;193
55525;75;0;75
55526;263;4;267
55527;639;11;650
55528;51;0;51
55530;93;1;94
55531;280;27;307
55532;310;5;315
55533;1939;23;1962
55534;53;0;53
55535;96;0;96
55536;17;3;20
55537;80;0;80
55540;60;1;61
55541;525;9;534
55543;948;21;969
55544;151;2;153
55545;16942;964;17906
55546;206;8;214
55547;117;4;121
55549;89;1;90
55551;1555;94;1649
55552;82;4;86
55553;1309;36;1345
55554;267;15;282
55555;33;1;34
55556;49;1;50
55557;120;2;122
55559;46;2;48
55560;131;4;135
55561;51;5;56
55562;125;2;127
55563;80;4;84
55565;79;3;82
55566;306;3;309
55567;142;2;144
55568;280;5;285
55569;165;5;170
55570;208;7;215
55571;226;8;234
55572;87;1;88
55573;1629;30;1659
55574;44;2;46
55575;86;0;86
55577;59;2;61
55578;184;7;191
55579;102;0;102
55580;51;3;54
55581;106;3;109
55582;91;1;92
55583;201;4;205
55584;123;2;125
55586;107;3;110
56001;3886;128;4014
56002;1961;52;2013
56003;5392;175;5567
56004;1682;31;1713
56005;2198;35;2233
56006;1526;31;1557
56007;14141;423;14564
56008;4396;121;4517
56009;1012;20;1032
56010;6234;192;6426
56011;1395;27;1422
56012;1962;42;2004
56013;3760;61;3821
56014;1544;137;1681
56015;2026;30;2056
56017;2774;63;2837
56018;1008;27;1035
56019;336;10;346
56020;855;15;870
56021;1459;27;1486
56022;1300;27;1327
56023;6660;282;6942
56024;2289;35;2324
56025;192;4;196
56026;2317;59;2376
56027;540;8;548
56028;1589;37;1626
56029;1233;24;1257
56030;1039;16;1055
56031;3066;61;3127
56032;1888;53;1941
56033;3074;58;3132
56034;4236;126;4362
56035;1149;31;1180
56036;6920;202;7122
56039;979;21;1000
56040;3298;61;3359
56041;2828;90;2918
56042;2192;36;2228
56043;737;10;747
56044;786;30;816
56045;672;10;682
56046;3394;81;3475
56047;1520;47;1567
56048;708;17;725
56049;173;4;177
56050;885;32;917
56051;655;5;660
56052;1839;26;1865
56053;6261;119;6380
56054;3853;97;3950
56055;2054;180;2234
56056;199;4;203
56057;2793;58;2851
56058;3318;62;3380
56060;951;35;986
56061;3962;80;4042
56062;680;20;700
56063;2637;90;2727
56065;721;25;746
56066;3779;150;3929
56067;5552;139;5691
56068;322;3;325
56069;2234;53;2287
56070;2272;51;2323
56071;800;12;812
56072;514;10;524
56073;1060;17;1077
56074;1822;37;1859
56075;6091;300;6391
56076;1313;38;1351
56077;999;17;1016
56078;11767;309;12076
56079;1343;41;1384
56080;1305;143;1448
56081;2083;60;2143
56082;384;7;391
56083;16062;405;16467
56084;852;13;865
56085;94;6;100
56086;216;6;222
56087;620;18;638
56088;227;8;235
56089;2185;58;2243
56090;6548;135;6683
56091;2482;95;2577
56092;833;15;848
56093;720;26;746
56094;6786;216;7002
56096;2392;51;2443
56097;3961;70;4031
56098;23124;475;23599
56099;378;6;384
56100;1724;58;1782
56101;8064;151;8215
56102;2165;49;2214
56103;299;4;303
56104;801;11;812
56105;1144;23;1167
56106;874;18;892
56107;8319;243;8562
56108;1067;21;1088
56109;1167;27;1194
56110;846;21;867
56111;1312;22;1334
56112;736;15;751
56113;903;20;923
56114;931;30;961
56115;1708;39;1747
56116;1552;45;1597
56117;4505;238;4743
56118;4039;112;4151
56119;3464;63;3527
56120;1885;40;1925
56121;57246;1486;58732
56122;1621;42;1663
56123;2195;43;2238
56124;2470;78;2548
56125;1841;66;1907
56126;2421;28;2449
56127;3145;71;3216
56128;1521;27;1548
56129;1532;36;1568
56130;3238;70;3308
56131;1417;31;1448
56132;2262;53;2315
56133;1155;27;1182
56134;979;11;990
56135;1605;29;1634
56136;756;15;771
56137;3299;78;3377
56139;360;10;370
56140;3733;94;3827
56141;1733;37;1770
56143;5066;126;5192
56144;3483;63;3546
56145;1109;27;1136
56146;1390;49;1439
56147;4677;85;4762
56148;1576;32;1608
56149;2520;52;2572
56151;3605;116;3721
56152;2544;54;2598
56153;2712;43;2755
56154;1847;50;1897
56155;2019;26;2045
56156;351;6;357
56157;1953;55;2008
56158;6145;178;6323
56159;1820;43;1863
56160;1297;22;1319
56161;2988;89;3077
56162;17778;639;18417
56163;1209;26;1235
56164;6635;222;6857
56165;9791;564;10355
56166;5792;128;5920
56167;2522;82;2604
56168;2214;48;2262
56169;5386;125;5511
56170;1062;32;1094
56171;1532;26;1558
56172;2679;79;2758
56173;4355;97;4452
56174;2770;70;2840
56175;4178;94;4272
56176;5905;140;6045
56177;7676;141;7817
56178;15064;934;15998
56179;3844;85;3929
56180;729;16;745
56181;2654;100;2754
56182;967;181;1148
56184;7862;274;8136
56185;8770;238;9008
56186;4658;91;4749
56188;1416;23;1439
56189;1067;16;1083
56190;1964;52;2016
56191;411;10;421
56193;5821;144;5965
56194;2865;74;2939
56195;701;11;712
56196;641;13;654
56197;2758;75;2833
56198;1636;44;1680
56199;705;14;719
56200;1385;34;1419
56201;579;11;590
56202;529;14;543
56203;631;14;645
56204;632;8;640
56205;873;18;891
56206;11895;303;12198
56207;1160;17;1177
56208;304;10;314
56209;179;7;186
56210;480;6;486
56211;795;17;812
56212;2539;42;2581
56213;1144;30;1174
56214;1531;24;1555
56215;1106;25;1131
56216;393;4;397
56218;716;5;721
56219;1389;22;1411
56220;1262;30;1292
56221;1747;83;1830
56222;2836;140;2976
56223;1469;59;1528
56224;381;10;391
56225;202;8;210
56226;532;23;555
56227;584;14;598
56228;1106;48;1154
56229;1294;19;1313
56230;470;11;481
56231;3847;123;3970
56232;1074;41;1115
56233;1495;43;1538
56234;2056;39;2095
56236;812;18;830
56237;1865;77;1942
56238;369;9;378
56239;1563;42;1605
56240;8791;177;8968
56241;996;24;1020
56242;652;18;670
56243;8900;255;9155
56244;3066;40;3106
56245;463;14;477
56246;2104;44;2148
56247;3756;90;3846
56248;4724;96;4820
56249;2191;87;2278
56250;604;5;609
56251;8251;236;8487
56252;1210;8;1218
56253;640;25;665
56254;1308;19;1327
56255;2406;56;2462
56256;116;0;116
56257;671;17;688
56258;1622;47;1669
56259;1687;22;1709
56260;53719;1973;55692
56261;1489;30;1519
56262;2533;43;2576
56263;2770;126;2896
56264;384;10;394
57001;330;3;333
57002;70;1;71
57003;1400;20;1420
57004;79;1;80
57006;991;28;1019
57007;124;2;126
57008;204;7;211
57009;104;1;105
57010;156;2;158
57011;618;23;641
57012;6120;56;6176
57013;2535;51;2586
57014;370;7;377
57015;577;7;584
57016;389;8;397
57017;2098;23;2121
57018;132;8;140
57019;10416;72;10488
57020;305;3;308
57021;1518;30;1548
57022;1253;29;1282
57024;184;0;184
57025;527;7;534
57026;1070;18;1088
57027;126;3;129
57028;1339;39;1378
57029;215;3;218
57030;565;3;568
57031;899;15;914
57032;4704;53;4757
57033;537;15;552
57034;35;1;36
57035;117;3;120
57036;103;0;103
57037;269;5;274
57038;7048;63;7111
57039;2165;34;2199
57040;278;2;280
57041;2351;33;2384
57042;593;12;605
57043;1469;31;1500
57044;123;5;128
57045;109;1;110
57046;763;14;777
57047;1055;20;1075
57048;73;2;75
57049;4517;72;4589
57050;112;2;114
57051;368;4;372
57052;576;9;585
57053;111;6;117
57054;188;0;188
57055;536;3;539
57056;194;5;199
57057;608;6;614
57058;6562;65;6627
57059;51;2;53
57060;532;7;539
57061;1152;26;1178
57062;432;14;446
57063;216;8;224
57064;261;4;265
57065;220;6;226
57066;514;8;522
57067;2801;59;2860
57069;463;7;470
57070;248;2;250
57071;387;5;392
57072;622;8;630
57073;870;16;886
57074;824;17;841
57075;293;3;296
57076;508;17;525
57077;97;3;100
57079;445;9;454
57080;83;0;83
57081;131;1;132
57082;331;7;338
57083;1211;26;1237
57084;303;2;305
57085;384;2;386
57086;235;5;240
57087;248;4;252
57088;313;7;320
57089;4951;101;5052
57090;111;2;113
57091;1010;21;1031
57092;619;8;627
57093;646;12;658
57095;578;9;587
57096;2476;25;2501
57097;5580;71;5651
57098;239;13;252
57099;230;5;235
57100;174;5;179
57101;1248;24;1272
57102;3205;48;3253
57103;125;4;129
57104;1180;28;1208
57105;150;1;151
57106;3926;78;4004
57107;106;0;106
57108;318;5;323
57109;761;12;773
57110;430;2;432
57111;525;3;528
57112;85;1;86
57113;972;22;994
57114;425;15;440
57115;96;4;100
57116;95;1;96
57117;588;5;593
57118;167;6;173
57119;1191;31;1222
57120;123;3;126
57121;212;5;217
57122;685;11;696
57123;3415;44;3459
57124;2628;34;2662
57125;420;7;427
57126;325;10;335
57127;147;1;148
57128;321;3;324
57129;672;21;693
57130;75;1;76
57131;286;11;297
57132;2357;244;2601
57133;96;0;96
57134;1916;193;2109
57136;570;17;587
57137;812;14;826
57138;83;3;86
57139;291;6;297
57140;577;10;587
57141;91;0;91
57142;423;7;430
57143;3374;33;3407
57144;3380;42;3422
57145;326;5;331
57146;796;19;815
57147;338;14;352
57148;567;11;578
57149;200;4;204
57150;691;8;699
57151;153;2;155
57152;510;10;520
57153;2185;39;2224
57154;634;19;653
57155;3006;325;3331
57156;1172;11;1183
57158;246;1;247
57159;3871;56;3927
57160;13042;216;13258
57161;116;1;117
57162;864;14;878
57163;2430;47;2477
57165;690;9;699
57166;107;2;109
57167;371;6;377
57168;679;16;695
57169;497;16;513
57171;1148;9;1157
57172;282;1;283
57173;101;3;104
57174;96;1;97
57175;221;6;227
57176;1680;41;1721
57177;2800;232;3032
57178;346;6;352
57179;1828;33;1861
57180;345;7;352
57181;78;1;79
57182;96;3;99
57183;189;2;191
57186;954;11;965
57187;367;6;373
57188;419;77;496
57189;222;2;224
57190;418;4;422
57191;705;8;713
57192;1239;33;1272
57193;2157;25;2182
57194;1242;37;1279
57195;572;15;587
57196;420;11;431
57197;513;5;518
57198;193;3;196
57199;686;15;701
57200;399;10;409
57201;725;13;738
57202;1161;17;1178
57203;228;4;232
57204;530;10;540
57205;2506;31;2537
57206;14442;157;14599
57207;5493;56;5549
57208;1355;34;1389
57209;5154;84;5238
57210;686;17;703
57211;1179;12;1191
57212;730;9;739
57213;773;14;787
57214;414;7;421
57215;324;4;328
57216;144;5;149
57217;900;18;918
57218;1286;30;1316
57219;546;6;552
57220;119;2;121
57221;11972;93;12065
57222;1325;38;1363
57224;3949;69;4018
57225;140;0;140
57226;3095;40;3135
57227;21597;290;21887
57228;200;5;205
57229;156;3;159
57230;195;2;197
57231;99;0;99
57232;776;12;788
57233;85;1;86
57234;597;8;605
57235;1037;20;1057
57236;84;0;84
57237;304;7;311
57238;190;6;196
57239;432;6;438
57240;12725;120;12845
57241;166;8;174
57242;3028;35;3063
57244;491;11;502
57245;570;9;579
57246;215;4;219
57247;80;3;83
57248;87;1;88
57249;259;7;266
57250;1494;40;1534
57251;339;2;341
57252;480;10;490
57253;501;3;504
57254;1157;10;1167
57255;575;23;598
57256;827;4;831
57257;105;0;105
57258;118;1;119
57259;319;7;326
57260;3296;53;3349
57261;1350;40;1390
57262;647;7;654
57263;642;19;661
57264;411;6;417
57265;58;4;62
57266;150;4;154
57267;850;18;868
57268;123;4;127
57269;7559;67;7626
57270;583;13;596
57271;667;17;684
57272;88;5;93
57273;395;9;404
57274;856;20;876
57275;919;12;931
57276;328;5;333
57277;149;6;155
57278;66;0;66
57280;370;20;390
57281;246;5;251
57282;357;4;361
57283;9287;105;9392
57284;113;5;118
57286;305;9;314
57287;2226;44;2270
57288;2848;40;2888
57289;2875;67;2942
57290;180;2;182
57291;263;4;267
57292;20;0;20
57293;258;6;264
57294;198;8;206
57295;106;1;107
57296;1096;20;1116
57297;183;6;189
57298;382;7;389
57299;917;16;933
57300;330;7;337
57301;304;12;316
57302;189;1;190
57303;599;9;608
57304;355;11;366
57305;451;8;459
57306;16005;186;16191
57307;249;5;254
57308;149;5;154
57309;483;9;492
57310;190;4;194
57311;527;9;536
57312;506;8;514
57313;141;3;144
57314;496;3;499
57315;712;15;727
57316;744;16;760
57317;108;4;112
57318;215;5;220
57319;521;5;526
57320;183;3;186
57321;563;19;582
57322;466;6;472
57323;7779;167;7946
57324;617;22;639
57325;832;17;849
57326;333;4;337
57328;89;2;91
57329;433;11;444
57330;1283;21;1304
57331;543;10;553
57332;6283;61;6344
57333;827;23;850
57334;324;10;334
57335;221;4;225
57336;5229;56;5285
57337;593;17;610
57338;515;6;521
57339;367;6;373
57340;1345;20;1365
57341;707;16;723
57342;96;1;97
57343;1835;31;1866
57344;734;9;743
57345;422;31;453
57346;590;23;613
57347;174;3;177
57348;797;17;814
57349;154;3;157
57350;1438;20;1458
57351;1223;19;1242
57352;445;15;460
57353;72;1;73
57354;122;5;127
57355;806;17;823
57356;1198;22;1220
57357;404;2;406
57358;1080;22;1102
57359;170;4;174
57360;1199;33;1232
57361;598;17;615
57362;174;3;177
57364;312;7;319
57365;474;11;485
57366;139;2;141
57367;225;4;229
57368;3192;59;3251
57370;2256;39;2295
57371;584;7;591
57372;1357;15;1372
57373;932;27;959
57374;198;6;204
57375;186;1;187
57376;504;6;510
57377;243;4;247
57379;273;2;275
57380;106;3;109
57381;292;6;298
57382;557;6;563
57383;164;6;170
57384;620;18;638
57385;1220;22;1242
57386;345;7;352
57387;290;1;291
57388;267;4;271
57389;471;12;483
57390;1432;38;1470
57391;65;1;66
57392;527;4;531
57393;206;3;209
57394;340;12;352
57395;204;4;208
57396;736;28;764
57397;102;1;103
57398;502;8;510
57399;94;8;102
57401;85;1;86
57402;120;4;124
57403;123;0;123
57404;209;7;216
57405;53;1;54
57406;138;7;145
57407;591;6;597
57408;877;19;896
57409;673;15;688
57410;137;3;140
57411;334;1;335
57412;3955;64;4019
57413;3651;84;3735
57414;1147;26;1173
57415;1748;76;1824
57416;657;17;674
