id_commune;population_municipale;population_comptee_a_part;population_totale
11059;138;1;139
11060;49;1;50
11061;303;4;307
11062;19;0;19
11063;603;5;608
11064;371;4;375
11065;53;1;54
11066;102;0;102
11067;1826;18;1844
11068;1473;41;1514
11069;46825;1291;48116
11070;337;5;342
11071;224;7;231
11072;165;8;173
11073;59;0;59
11074;302;2;304
11075;133;2;135
11076;12187;507;12694
11077;503;9;512
11078;207;7;214
11079;206;3;209
11080;170;2;172
11081;1621;30;1651
11082;8;0;8
11083;52;0;52
11084;1003;23;1026
11085;954;39;993
11086;906;13;919
11087;93;1;94
11088;1652;50;1702
11089;407;7;414
11090;623;17;640
11091;1132;12;1144
11092;87;1;88
11093;28;2;30
11094;26;0;26
11095;303;8;311
11096;36;2;38
11098;905;19;924
11099;2581;55;2636
11100;26;1;27
11101;52;1;53
11102;587;8;595
11103;1118;21;1139
11104;50;0;50
11105;726;10;736
11106;5825;96;5921
11107;76;1;77
11108;46;1;47
11109;52;1;53
11110;118;0;118
11111;933;9;942
11112;84;1;85
11113;116;5;121
11114;39;0;39
11115;897;24;921
11116;4033;71;4104
11117;115;2;117
11118;44;1;45
11119;295;7;302
11120;530;13;543
11121;110;1;111
11122;765;12;777
11123;146;3;149
11124;654;11;665
11125;153;0;153
11126;477;4;481
11127;71;3;74
11128;148;2;150
11129;1729;32;1761
11130;227;5;232
11131;573;13;586
11132;1256;16;1272
11133;42;0;42
11134;50;4;54
11135;12;1;13
11136;849;89;938
11137;127;5;132
11138;526;16;542
11139;79;0;79
11140;1235;21;1256
11141;120;1;121
11142;198;5;203
11143;110;0;110
11144;1069;12;1081
11145;3758;62;3820
11146;406;8;414
11147;5;0;5
11148;552;10;562
11149;79;1;80
11150;450;50;500
11151;514;11;525
11152;127;4;131
11153;241;7;248
11154;49;0;49
11155;78;1;79
11156;105;2;107
11157;213;5;218
11158;291;11;302
11159;138;2;140
11160;36;0;36
11161;127;3;130
11162;58;1;59
11163;46;0;46
11164;1499;21;1520
11165;303;9;312
11166;81;0;81
11167;124;2;126
11168;95;0;95
11169;86;5;91
11170;5087;80;5167
11172;594;11;605
11173;132;3;135
11174;55;0;55
11175;476;9;485
11176;59;2;61
11177;32;0;32
11178;1284;15;1299
11179;91;2;93
11180;64;0;64
11181;399;8;407
11182;175;3;178
11183;267;9;276
11184;92;3;95
11185;540;9;549
11186;55;2;57
11187;57;1;58
11188;1704;31;1735
11189;106;1;107
11190;1227;20;1247
11191;151;7;158
11192;788;30;818
11193;278;3;281
11194;157;3;160
11195;402;9;411
11196;180;8;188
11197;604;16;620
11198;1022;15;1037
11199;1513;26;1539
11200;134;7;141
11201;865;15;880
11202;4612;58;4670
11203;11317;220;11537
11204;48;0;48
11205;134;2;136
11206;10012;509;10521
11207;239;5;244
11208;80;3;83
11209;246;7;253
11210;1138;10;1148
11211;534;5;539
11212;574;12;586
11213;47;0;47
11214;422;12;434
11215;864;26;890
11216;368;12;380
11217;1314;27;1341
11218;83;0;83
11219;19;0;19
11220;703;13;716
11221;299;5;304
11222;178;5;183
11223;25;1;26
11224;27;1;28
11225;927;22;949
11226;81;1;82
11227;38;1;39
11228;151;4;155
11229;25;1;26
11230;32;0;32
11231;97;3;100
11232;46;0;46
11233;758;13;771
11234;185;5;190
11235;60;2;62
11236;242;2;244
11238;138;6;144
11239;83;2;85
11240;556;9;565
11241;329;1;330
11242;173;0;173
11243;602;10;612
11244;90;3;93
11245;38;0;38
11246;46;0;46
11247;38;0;38
11248;69;1;70
11249;82;1;83
11250;36;1;37
11251;741;10;751
11252;304;9;313
11253;836;14;850
11254;1900;173;2073
11255;1485;15;1500
11256;614;12;626
11257;230;3;233
11258;2030;48;2078
11259;1005;30;1035
11260;106;3;109
11261;701;8;709
11262;55516;1184;56700
11263;260;5;265
11264;1289;32;1321
11265;38;1;39
11266;5795;68;5863
11267;1127;25;1152
11268;113;0;113
11269;2564;50;2614
11270;137;1;138
11271;33;0;33
11272;2398;101;2499
11273;673;12;685
11274;369;15;384
11275;205;3;208
11276;526;17;543
11277;28;2;30
11278;74;1;75
11279;2634;60;2694
11280;1087;30;1117
11281;1230;19;1249
11282;52;2;54
11283;77;5;82
11284;476;16;492
11285;1132;23;1155
11286;1166;20;1186
11287;87;2;89
11288;1577;155;1732
11289;967;17;984
11290;116;1;117
11291;108;4;112
11292;165;1;166
11293;899;23;922
11294;58;1;59
11295;1339;19;1358
11296;565;9;574
11297;142;1;143
11299;623;14;637
11300;154;0;154
11301;1184;17;1201
11302;265;9;274
11303;441;15;456
11304;3212;108;3320
11305;50;0;50
11306;52;2;54
11307;262;5;267
11308;451;9;460
11309;93;4;97
11310;201;1;202
11311;270;4;274
11312;111;5;116
11313;302;7;309
11314;85;7;92
11315;1949;26;1975
11316;210;3;213
11317;113;1;114
11318;136;6;142
11319;80;1;81
11320;294;4;298
11321;83;0;83
11322;990;18;1008
11323;275;2;277
11324;505;13;518
11325;452;11;463
11326;80;1;81
11327;472;13;485
11328;241;3;244
11330;506;12;518
11331;61;3;64
11332;1369;16;1385
11333;107;3;110
11334;117;2;119
11335;45;0;45
11336;436;7;443
11337;387;4;391
11338;41;1;42
11339;504;12;516
11340;525;10;535
11341;112;2;114
11342;242;4;246
11343;120;2;122
11344;713;16;729
11345;262;0;262
11346;127;3;130
11347;104;2;106
11348;88;1;89
11350;51;3;54
11351;724;26;750
11352;51;2;53
11353;2020;46;2066
11354;27;0;27
11355;361;8;369
11356;1121;20;1141
11357;217;7;224
11358;24;2;26
11359;475;6;481
11360;2069;35;2104
11361;883;20;903
11362;201;4;205
11363;182;5;187
11364;143;2;145
11365;41;2;43
11366;537;10;547
11367;922;23;945
11368;119;3;122
11369;3024;43;3067
11370;3254;76;3330
11371;707;13;720
11372;379;5;384
11373;72;1;73
11374;16;0;16
11375;30;1;31
11376;95;4;99
11377;76;0;76
11378;203;6;209
11379;5533;96;5629
11380;130;3;133
11381;122;7;129
11382;362;58;420
11383;324;10;334
11384;126;0;126
11385;236;7;243
11386;483;7;490
11387;111;1;112
11388;47;0;47
11389;16;0;16
11390;556;10;566
11391;24;2;26
11392;270;4;274
11393;487;7;494
11394;131;0;131
11395;30;0;30
11396;597;3;600
11397;5502;128;5630
11398;255;5;260
11399;106;5;111
11400;103;1;104
11401;793;11;804
11402;23;0;23
11404;956;33;989
11405;574;10;584
11406;33;2;35
11407;280;6;286
11408;504;8;512
11409;105;1;106
11410;986;17;1003
11411;135;1;136
11412;55;0;55
11413;503;11;514
11414;24;1;25
11415;124;0;124
11416;249;5;254
11417;98;0;98
11418;1211;39;1250
11419;63;0;63
11420;135;3;138
11421;534;8;542
11422;348;15;363
11423;159;4;163
11424;85;1;86
11425;1684;54;1738
11426;1177;23;1200
11427;302;8;310
11428;252;7;259
11429;4469;80;4549
11430;1359;42;1401
11431;248;7;255
11432;322;10;332
11433;976;17;993
11434;1276;25;1301
11435;154;6;160
11436;370;2;372
11437;911;17;928
11438;388;6;394
11439;400;8;408
11440;35;3;38
11441;2658;53;2711
12001;1069;32;1101
12002;869;29;898
12003;343;7;350
12004;445;20;465
12006;351;11;362
12007;176;8;184
12008;885;19;904
12009;36;1;37
12010;153;2;155
12011;775;28;803
12012;746;9;755
12013;3741;113;3854
12015;228;3;231
12016;824;26;850
12017;216;5;221
12018;181;7;188
12019;89;4;93
12021;1558;55;1613
12022;109;0;109
12023;106;1;107
12024;195;3;198
12025;972;12;984
12026;1054;20;1074
12027;202;10;212
12028;518;9;527
12029;201;4;205
12030;379;15;394
12031;356;5;361
12032;595;14;609
12033;2923;66;2989
12034;303;7;310
12035;172;8;180
12036;637;8;645
12037;608;16;624
12038;164;4;168
12039;264;5;269
12041;264;6;270
12042;208;11;219
12043;2166;76;2242
12044;1028;32;1060
12045;388;12;400
12046;573;16;589
12047;451;6;457
12048;345;9;354
12049;451;10;461
12050;442;12;454
12051;310;2;312
12052;4419;115;4534
12053;327;6;333
12054;351;8;359
12055;83;0;83
12056;3150;84;3234
12057;925;34;959
12058;106;5;111
12059;517;24;541
12060;114;4;118
12061;575;11;586
12062;343;3;346
12063;1939;29;1968
12064;268;6;274
12065;461;14;475
12066;1148;28;1176
12067;76;0;76
12068;878;26;904
12069;265;7;272
12070;522;26;548
12071;334;7;341
12072;232;7;239
12073;625;19;644
12074;295;14;309
12075;106;2;108
12076;1615;57;1672
12077;513;12;525
12078;185;2;187
12079;491;18;509
12080;373;9;382
12082;189;2;191
12083;1473;52;1525
12084;1569;57;1626
12085;315;0;315
12086;324;16;340
12088;228;4;232
12089;5323;206;5529
12090;3205;94;3299
12091;455;11;466
12092;523;10;533
12093;176;1;177
12094;985;17;1002
12095;240;6;246
12096;4601;149;4750
12097;248;3;251
12098;461;21;482
12099;241;4;245
12100;2372;67;2439
12101;1072;35;1107
12102;2359;51;2410
12103;282;8;290
12104;488;10;498
12105;1108;25;1133
12106;534;11;545
12107;318;5;323
12108;375;5;380
12109;99;2;101
12110;325;16;341
12111;495;18;513
12113;506;7;513
12115;290;3;293
12116;266;8;274
12118;522;13;535
12119;1234;28;1262
12120;2147;104;2251
12121;723;16;739
12122;124;8;132
12124;306;9;315
12125;278;4;282
12127;636;20;656
12128;220;6;226
12129;463;14;477
12130;1127;32;1159
12131;1512;47;1559
12133;6005;166;6171
12134;347;10;357
12135;441;14;455
12136;938;17;955
12137;838;11;849
12138;1729;50;1779
12139;139;1;140
12140;988;24;1012
12141;222;7;229
12142;637;15;652
12143;62;0;62
12144;125;2;127
12145;21979;680;22659
12146;2284;77;2361
12147;138;1;139
12148;1407;39;1446
12149;154;5;159
12150;502;89;591
12151;214;8;222
12152;127;2;129
12153;421;7;428
12154;619;26;645
12155;334;9;343
12156;532;13;545
12157;1693;49;1742
12158;327;8;335
12159;561;24;585
12160;317;5;322
12161;545;15;560
12162;1080;28;1108
12163;210;4;214
12164;701;14;715
12165;363;16;379
12166;115;1;116
12167;699;22;721
12168;998;18;1016
12169;2007;146;2153
12170;370;8;378
12171;584;19;603
12172;530;12;542
12174;3439;99;3538
12175;178;2;180
12176;11665;594;12259
12177;1017;15;1032
12178;373;9;382
12179;84;1;85
12180;73;2;75
12181;214;5;219
12182;279;5;284
12183;218;6;224
12184;120;6;126
12185;1639;68;1707
12186;211;2;213
12187;354;4;358
12188;316;10;326
12189;354;6;360
12190;295;9;304
12191;322;9;331
12192;185;4;189
12193;286;13;299
12194;848;21;869
12195;274;3;277
12197;1983;78;2061
12198;1949;72;2021
12199;1991;142;2133
12200;1039;27;1066
12201;1067;45;1112
12202;24475;1935;26410
12203;554;15;569
12204;178;4;182
12205;775;16;791
12206;637;15;652
12207;345;14;359
12208;8023;635;8658
12209;749;13;762
12210;454;5;459
12211;134;1;135
12212;88;7;95
12213;616;15;631
12214;521;13;534
12215;1160;48;1208
12216;1400;37;1437
12217;745;18;763
12219;376;9;385
12220;288;2;290
12221;339;10;349
12222;195;4;199
12223;1600;38;1638
12224;2211;40;2251
12225;1617;44;1661
12226;427;13;440
12227;182;5;187
12228;303;8;311
12229;254;7;261
12230;403;16;419
12231;715;8;723
12232;279;8;287
12233;293;3;296
12234;613;8;621
12235;206;7;213
12236;154;5;159
12237;645;81;726
12238;416;14;430
12239;315;13;328
12240;403;10;413
12241;1751;65;1816
12242;306;15;321
12243;948;13;961
12244;883;10;893
12246;538;15;553
12247;284;7;291
12248;611;104;715
12249;194;8;202
12250;205;2;207
12251;336;7;343
12252;418;9;427
12253;1013;30;1043
12254;2265;75;2340
12255;766;28;794
12256;371;10;381
12257;788;18;806
12258;982;15;997
12259;648;17;665
12260;171;2;173
12261;122;4;126
12262;711;14;725
12263;732;23;755
12264;3256;92;3348
12265;521;14;535
12266;548;5;553
12267;627;12;639
12268;421;18;439
12269;126;3;129
12270;4069;122;4191
12272;519;13;532
12273;291;8;299
12274;112;2;114
12275;36;1;37
12276;362;13;375
12277;530;4;534
12278;183;2;185
12280;407;6;413
12281;740;22;762
12282;425;8;433
12283;485;15;500
12284;345;1;346
12286;1206;31;1237
12287;636;22;658
12288;1593;38;1631
12289;206;8;214
12290;489;10;499
12291;403;9;412
12292;417;14;431
12293;137;1;138
12294;656;18;674
12295;98;2;100
12296;529;13;542
12297;510;19;529
12298;415;8;423
12299;692;26;718
12300;11602;551;12153
12301;1988;46;2034
12303;249;5;254
12305;1243;22;1265
12307;295;15;310
13001;145133;3203;148336
13002;21372;225;21597
13003;2626;54;2680
13004;50454;789;51243
13005;47535;451;47986
13006;1545;26;1571
13007;12922;162;13084
13008;563;16;579
13009;828;33;861
13010;4192;162;4354
13011;342;7;349
13012;593;55;648
13013;1916;35;1951
13014;13660;77;13737
13015;14838;305;15143
13016;6270;83;6353
13017;1509;18;1527
13018;4439;59;4498
13019;9918;324;10242
13020;2168;44;2212
13021;5690;127;5817
13022;6905;108;7013
13023;4729;109;4838
13024;2669;36;2705
13025;2380;76;2456
13026;17606;61;17667
13027;16063;252;16315
13028;35993;381;36374
13029;1437;23;1460
13030;5244;55;5299
13031;3768;44;3812
13032;8030;143;8173
13033;5783;99;5882
13034;1740;28;1768
13035;6844;161;7005
13036;4496;128;4624
13037;8744;104;8848
13038;3544;71;3615
13039;15687;183;15870
13040;10161;188;10349
13041;21521;338;21859
13042;6635;128;6763
13043;9887;90;9977
13044;5196;84;5280
13045;4856;73;4929
13046;4271;78;4349
13047;43626;657;44283
13048;4406;98;4504
13049;2037;41;2078
13050;9909;266;10175
13051;8941;120;9061
13052;2667;33;2700
13053;6134;156;6290
13054;32384;228;32612
13056;48574;516;49090
13057;517;11;528
13058;2362;50;2412
13059;3855;53;3908
13060;5821;91;5912
13061;215;5;220
13062;4213;74;4287
13063;26428;400;26828
13064;2656;29;2685
13065;3410;49;3459
13066;5847;68;5915
13067;2821;34;2855
13068;2110;36;2146
13069;10487;267;10754
13070;6519;61;6580
13071;21623;287;21910
13072;3540;94;3634
13073;5598;78;5676
13074;5134;89;5223
13075;11649;103;11752
13076;3515;49;3564
13077;16651;127;16778
13078;8424;80;8504
13079;1783;103;1886
13080;5882;90;5972
13081;12086;123;12209
13082;4637;126;4763
13083;4058;58;4116
13084;5426;120;5546
13085;6015;74;6089
13086;8713;124;8837
13087;4918;140;5058
13088;5145;48;5193
13089;3346;51;3397
13090;123;4;127
13091;5638;114;5752
13092;8591;129;8720
13093;379;8;387
13094;2497;45;2542
13095;1236;68;1304
13096;2144;21;2165
13097;13413;299;13712
13098;5820;110;5930
13099;885;13;898
13100;9769;223;9992
13101;3443;59;3502
13102;6631;52;6683
13103;45386;584;45970
13104;7581;144;7725
13105;6894;86;6980
13106;11196;95;11291
13107;5808;122;5930
13108;15811;142;15953
13109;2271;56;2327
13110;10303;150;10453
13111;1007;20;1027
13112;8582;151;8733
13113;8400;184;8584
13114;5407;137;5544
13115;2028;40;2068
13116;819;17;836
13117;33333;368;33701
13118;3702;52;3754
13119;6498;84;6582
13201;39893;200;40093
13202;25217;58;25275
13203;51792;194;51986
13204;49296;303;49599
13205;46152;279;46431
13206;42135;406;42541
13207;34697;313;35010
13208;81436;1254;82690
13209;76633;654;77287
13210;58491;340;58831
13211;57278;443;57721
13212;61406;552;61958
13213;91358;717;92075
13214;61702;252;61954
13215;77243;299;77542
13216;16002;100;16102
14001;1212;45;1257
14003;304;7;311
14005;1723;38;1761
14006;1046;21;1067
14007;231;4;235
14009;1356;19;1375
14011;1894;38;1932
14012;192;1;193
14014;1206;34;1240
14015;738;22;760
14016;484;14;498
14019;219;3;222
14020;3795;30;3825
14021;473;11;484
14022;584;8;592
14023;68;1;69
14024;591;12;603
14025;308;3;311
14026;1109;20;1129
14027;4595;67;4662
14030;1696;49;1745
14032;275;11;286
14033;216;2;218
14034;569;2;571
14035;1374;57;1431
14036;172;1;173
14037;565;13;578
14038;789;9;798
14039;824;18;842
14040;189;3;192
14041;124;2;126
14042;975;21;996
14043;70;0;70
14044;1073;18;1091
14045;252;2;254
14046;1923;14;1937
14047;12682;329;13011
14049;139;2;141
14050;181;2;183
14053;172;3;175
14054;200;3;203
14055;405;9;414
14057;1477;8;1485
14059;414;32;446
14060;2042;26;2068
14061;8950;157;9107
14062;447;7;454
14063;214;1;215
14064;224;7;231
14066;2274;35;2309
14068;3561;85;3646
14069;1338;27;1365
14070;194;2;196
14076;5855;73;5928
14077;719;55;774
14078;370;4;374
14079;1553;35;1588
14080;124;5;129
14082;189;9;198
14083;666;15;681
14084;403;9;412
14085;795;21;816
14086;325;13;338
14087;125;1;126
14088;406;7;413
14089;394;9;403
14090;736;6;742
14091;102;1;103
14092;2186;24;2210
14093;198;5;203
14096;226;6;232
14097;305;4;309
14098;6120;100;6220
14100;1913;24;1937
14101;4005;72;4077
14102;1012;23;1035
14103;408;7;415
14104;166;4;170
14106;660;6;666
14107;164;0;164
14110;125;2;127
14111;438;6;444
14116;109;5;114
14117;3558;31;3589
14118;106230;2174;108404
14119;1966;21;1987
14120;1396;23;1419
14121;252;1;253
14122;158;1;159
14123;2021;48;2069
14124;546;10;556
14125;1753;49;1802
14126;1334;36;1370
14127;548;4;552
14130;186;1;187
14131;228;4;232
14132;204;0;204
14134;186;5;191
14135;281;2;283
14136;101;0;101
14137;2886;25;2911
14138;292;6;298
14140;349;6;355
14141;163;2;165
14143;2372;25;2397
14145;525;4;529
14146;169;4;173
14147;140;1;141
14149;422;13;435
14150;1338;27;1365
14159;220;13;233
14160;188;6;194
14161;342;16;358
14162;1305;15;1320
14163;382;3;385
14165;174;4;178
14166;2555;44;2599
14167;6976;52;7028
14168;207;5;212
14169;159;0;159
14171;144;1;145
14172;432;10;442
14173;440;14;454
14174;6452;274;6726
14175;292;5;297
14177;848;17;865
14179;164;5;169
14180;156;3;159
14181;4957;45;5002
14182;404;6;410
14183;103;1;104
14184;229;0;229
14190;128;5;133
14191;4196;54;4250
14193;655;20;675
14194;648;10;658
14195;261;1;262
14196;208;6;214
14197;1116;27;1143
14198;255;9;264
14200;2261;79;2340
14202;267;6;273
14203;192;7;199
14204;179;2;181
14205;217;6;223
14206;298;0;298
14207;646;9;655
14209;512;10;522
14211;360;4;364
14214;190;2;192
14215;2259;34;2293
14216;238;3;241
14218;403;6;409
14220;3565;60;3625
14221;3117;45;3162
14223;87;2;89
14224;49;2;51
14225;5276;169;5445
14226;299;2;301
14227;210;6;216
14228;4973;204;5177
14229;2293;22;2315
14230;116;1;117
14231;446;12;458
14232;168;3;171
14236;585;7;592
14237;618;7;625
14238;109;2;111
14239;107;0;107
14240;511;12;523
14241;621;15;636
14242;1623;24;1647
14243;1587;6;1593
14244;312;11;323
14245;320;11;331
14246;807;6;813
14248;250;5;255
14249;1431;10;1441
14250;283;6;289
14251;539;6;545
14252;260;3;263
14254;1653;27;1680
14256;336;5;341
14257;2013;27;2040
14258;7968;250;8218
14260;245;7;252
14261;338;7;345
14266;1439;23;1462
14269;226;4;230
14270;398;16;414
14271;4938;69;5007
14272;96;2;98
14273;136;1;137
14274;2617;64;2681
14275;464;6;470
14276;355;4;359
14277;1941;13;1954
14278;1199;18;1217
14280;256;9;265
14281;735;14;749
14282;208;6;214
14283;224;7;231
14284;156;4;160
14285;71;2;73
14286;484;20;504
14287;1970;14;1984
14288;933;24;957
14289;584;13;597
14290;812;8;820
14291;289;4;293
14293;274;6;280
14297;584;7;591
14298;135;3;138
14299;835;18;853
14300;52;0;52
14301;4916;47;4963
14302;166;14;180
14303;919;20;939
14304;882;35;917
14305;678;13;691
14306;390;5;395
14308;268;0;268
14309;840;4;844
14310;706;7;713
14311;1045;9;1054
14312;1536;24;1560
14316;265;3;268
14318;728;7;735
14319;973;8;981
14320;283;7;290
14322;245;5;250
14325;3110;42;3152
14326;808;39;847
14327;22555;275;22830
14328;1345;9;1354
14329;109;4;113
14332;667;11;678
14333;6733;200;6933
14334;316;6;322
14335;300;3;303
14336;476;5;481
14337;329;10;339
14338;1711;37;1748
14341;11696;193;11889
14342;3610;43;3653
14343;66;0;66
14344;379;9;388
14345;301;2;303
14346;679;14;693
14347;1041;12;1053
14348;81;1;82
14349;2116;21;2137
14352;841;20;861
14353;451;5;456
14354;1934;48;1982
14355;1191;20;1211
14357;910;22;932
14358;89;2;91
14360;216;2;218
14362;160;0;160
14364;465;13;478
14365;2536;40;2576
14366;20038;654;20692
14367;437;5;442
14368;262;11;273
14369;288;3;291
14370;3016;39;3055
14371;6220;110;6330
14374;142;2;144
14375;166;3;169
14377;592;9;601
14378;274;9;283
14379;364;5;369
14380;186;5;191
14381;61;2;63
14383;2683;38;2721
14384;3213;52;3265
14385;164;9;173
14389;263;9;272
14390;189;4;193
14391;393;4;397
14393;366;7;373
14394;428;14;442
14396;1024;15;1039
14397;335;6;341
14398;547;16;563
14399;275;11;286
14400;217;3;220
14401;132;6;138
14402;109;2;111
14403;745;21;766
14404;120;2;122
14405;325;7;332
14406;1116;27;1143
14407;2286;56;2342
14408;2014;14;2028
14409;2186;35;2221
14410;1080;7;1087
14411;309;6;315
14412;83;2;85
14419;257;9;266
14421;607;6;613
14424;190;3;193
14425;164;6;170
14426;160;7;167
14427;294;3;297
14430;137;3;140
14431;9586;113;9699
14435;198;3;201
14436;558;5;563
14437;9973;244;10217
14438;545;10;555
14439;90;2;92
14445;95;2;97
14446;98;2;100
14448;64;0;64
14449;408;5;413
14452;626;10;636
14453;352;7;359
14454;1626;22;1648
14455;285;2;287
14456;3273;45;3318
14457;128;1;129
14458;533;58;591
14460;1353;31;1384
14461;470;2;472
14465;501;13;514
14466;342;9;351
14467;320;7;327
14468;363;6;369
14469;91;3;94
14473;112;3;115
14474;201;3;204
14475;2352;43;2395
14476;178;3;181
14478;1967;50;2017
14480;521;7;528
14482;238;2;240
14483;191;3;194
14484;245;4;249
14486;570;9;579
14487;774;23;797
14488;9344;118;9462
14491;196;11;207
14492;313;7;320
14494;129;7;136
14495;548;11;559
14496;57;4;61
14497;333;7;340
14498;240;4;244
14499;534;5;539
14500;159;6;165
14501;247;5;252
14502;89;1;90
14504;813;21;834
14506;246;3;249
14509;212;5;217
14510;55;3;58
14511;67;0;67
14512;73;0;73
14514;4627;70;4697
14515;1938;17;1955
14516;2079;19;2098
14519;126;0;126
14520;867;23;890
14522;391;7;398
14524;294;5;299
14527;538;8;546
14528;391;5;396
14529;262;3;265
14530;1909;27;1936
14531;48;0;48
14533;96;4;100
14534;391;6;397
14535;554;12;566
14536;2547;43;2590
14538;1650;31;1681
14540;289;14;303
14541;121;1;122
14542;535;11;546
14543;2448;71;2519
14546;222;2;224
14547;158;3;161
14550;94;1;95
14552;505;14;519
14554;1659;10;1669
14555;452;6;458
14556;1822;23;1845
14557;1132;12;1144
14558;1093;15;1108
14559;229;1;230
14562;2237;41;2278
14563;430;9;439
14565;259;4;263
14566;2525;52;2577
14569;236;6;242
14570;2507;44;2551
14571;305;5;310
14572;788;7;795
14574;1751;88;1839
14575;389;25;414
14576;524;13;537
14578;1352;30;1382
14579;1321;24;1345
14582;735;24;759
14586;164;6;170
14587;2298;42;2340
14588;330;3;333
14589;950;9;959
14590;133;1;134
14591;732;10;742
14592;1340;22;1362
14593;688;10;698
14595;237;5;242
14598;230;4;234
14601;168;5;173
14602;270;3;273
14603;508;8;516
14605;265;8;273
14606;211;2;213
14607;145;1;146
14609;545;9;554
14610;1955;115;2070
14613;94;1;95
14614;779;13;792
14619;124;2;126
14620;422;9;431
14621;436;7;443
14622;127;6;133
14623;2523;19;2542
14625;772;14;786
14626;930;21;951
14627;398;8;406
14630;705;18;723
14635;187;2;189
14637;204;3;207
14639;257;9;266
14640;237;1;238
14643;831;14;845
14644;654;14;668
14645;163;9;172
14646;439;9;448
14648;453;19;472
14649;475;10;485
14650;190;4;194
14651;261;2;263
14652;79;2;81
14654;7329;340;7669
14656;988;16;1004
14657;313;4;317
14658;4357;97;4454
14659;1428;24;1452
14660;94;3;97
14661;154;1;155
14663;2490;52;2542
14664;311;4;315
14665;294;4;298
14666;1906;27;1933
14667;222;4;226
14668;318;3;321
14669;207;2;209
14672;874;15;889
14674;128;3;131
14675;2036;25;2061
14676;993;23;1016
14677;254;6;260
14678;562;8;570
14679;666;21;687
14680;153;6;159
14681;151;4;155
14682;452;13;465
14684;253;3;256
14685;1726;33;1759
14687;192;3;195
14689;3629;48;3677
14692;1744;21;1765
14694;510;19;529
14698;391;1;392
14699;3731;67;3798
14700;664;9;673
14701;782;19;801
14705;152;1;153
14706;240;11;251
14707;1118;14;1132
14708;297;7;304
14709;346;7;353
14710;105;0;105
14711;917;10;927
14712;3459;91;3550
14713;577;11;588
14714;785;10;795
14715;4603;89;4692
14716;210;3;213
14719;700;7;707
14720;857;28;885
14721;648;9;657
14723;270;4;274
14724;997;12;1009
14726;5755;117;5872
14728;563;7;570
14731;188;13;201
14732;307;11;318
14733;312;9;321
14734;333;8;341
14735;800;11;811
14737;500;8;508
14738;3636;54;3690
14739;1645;36;1681
14740;1181;18;1199
14741;121;3;124
14742;72;0;72
14743;88;3;91
14744;299;4;303
14745;230;4;234
14747;678;8;686
14748;74;1;75
14751;295;9;304
14752;3160;37;3197
14753;740;22;762
14754;2543;58;2601
14755;593;13;606
14756;231;3;234
14758;777;25;802
14759;269;10;279
14760;742;6;748
14761;817;15;832
14762;16590;891;17481
14764;975;16;991
15001;799;9;808
15002;223;4;227
15003;599;12;611
15004;472;9;481
15005;350;16;366
15006;731;28;759
15007;121;7;128
15008;285;1;286
15009;186;6;192
15010;190;3;193
15011;182;3;185
15012;6279;192;6471
15013;147;0;147
15014;25593;1283;26876
15015;167;4;171
15016;629;14;643
15017;145;6;151
15018;132;1;133
15019;235;4;239
15020;97;4;101
15021;634;16;650
15022;163;6;169
15024;76;0;76
15025;240;7;247
15026;183;1;184
15027;745;14;759
15028;356;9;365
15029;507;16;523
15030;294;7;301
15032;60;3;63
15033;215;4;219
15034;145;6;151
15036;470;8;478
15037;1056;24;1080
15038;1030;25;1055
15040;98;7;105
15041;252;5;257
15042;254;4;258
15043;87;2;89
15045;841;11;852
15046;218;3;221
15048;31;1;32
15049;221;5;226
15050;170;2;172
15051;209;5;214
15052;156;12;168
15053;439;10;449
15054;989;24;1013
15055;442;12;454
15056;856;20;876
15057;189;4;193
15058;147;0;147
15059;121;7;128
15060;51;1;52
15061;272;4;276
15063;332;14;346
15064;83;1;84
15065;79;1;80
15066;117;2;119
15067;28;1;29
15069;248;2;250
15070;200;3;203
15072;222;6;228
15073;92;2;94
15074;763;21;784
15075;74;4;78
15076;171;4;175
15077;61;0;61
15078;155;2;157
15079;372;9;381
15080;147;4;151
15081;98;2;100
15082;297;11;308
15083;2022;67;2089
15084;291;9;300
15085;496;12;508
15086;58;2;60
15087;360;10;370
15088;512;15;527
15089;449;8;457
15090;591;15;606
15091;90;5;95
15092;1405;41;1446
15093;99;3;102
15094;829;16;845
15095;355;3;358
15096;286;7;293
15097;111;5;116
15098;93;0;93
15100;131;2;133
15101;517;14;531
15102;107;0;107
15103;237;6;243
15104;345;9;354
15105;35;3;38
15106;156;2;158
15107;171;4;175
15108;990;23;1013
15110;130;6;136
15111;208;7;215
15112;92;4;96
15113;183;4;187
15114;517;7;524
15116;154;11;165
15117;593;68;661
15118;726;31;757
15119;1797;66;1863
15120;3498;218;3716
15121;108;1;109
15122;2111;60;2171
15123;164;2;166
15124;532;23;555
15125;128;3;131
15126;81;2;83
15127;281;3;284
15128;120;3;123
15129;174;6;180
15130;140;4;144
15131;286;12;298
15132;45;0;45
15133;135;1;136
15134;815;12;827
15135;115;6;121
15137;267;7;274
15138;1845;99;1944
15139;68;0;68
15140;2113;58;2171
15141;1804;30;1834
15142;1735;40;1775
15143;102;1;103
15144;330;10;340
15146;126;5;131
15147;450;9;459
15148;432;11;443
15149;257;3;260
15151;151;0;151
15152;898;18;916
15153;1463;36;1499
